Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,578,739,391.66","1,578,739,392.17"
audio,"1,578,739,403.00","1,578,739,405.57"
writing,"1,578,739,406.09","1,578,739,406.60"
writing,"1,578,739,477.22","1,578,739,478.25"
writing,"1,578,739,640.44","1,578,739,710.10"
writing,"1,578,739,725.05","1,578,739,754.96"
writing,"1,578,739,760.63","1,578,739,766.82"
writing,"1,578,739,770.92","1,578,739,771.44"
writing,"1,578,739,772.48","1,578,739,774.53"
writing,"1,578,739,778.66","1,578,739,781.76"
writing,"1,578,739,801.88","1,578,739,807.03"
writing,"1,578,739,814.25","1,578,739,829.20"
writing,"1,578,739,867.87","1,578,739,878.71"
writing,"1,578,753,099.93","1,578,753,103.52"
writing,"1,578,778,337.58","1,578,778,338.11"
writing,"1,578,778,845.95","1,578,778,851.11"
writing,"1,578,778,855.23","1,578,779,076.54"
writing,"1,578,779,077.58","1,578,779,100.79"
writing,"1,578,779,132.24","1,578,779,139.46"
