Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,568,365,173.78","1,568,365,204.29"
writing,"1,568,401,443.97","1,568,401,449.68"
writing,"1,568,403,704.48","1,568,403,707.59"
audio,"1,568,404,988.77","1,568,404,991.88"
audio,"1,568,404,993.97","1,568,405,006.94"
writing,"1,568,405,211.43","1,568,405,211.95"
audio,"1,568,405,212.47","1,568,405,225.43"
audio,"1,568,405,442.07","1,568,405,448.31"
audio,"1,568,405,458.73","1,568,405,459.79"
writing,"1,568,405,629.09","1,568,405,629.62"
audio,"1,568,405,630.14","1,568,405,635.31"
writing,"1,568,405,643.12","1,568,405,643.65"
audio,"1,568,405,644.17","1,568,405,674.75"
writing,"1,568,405,675.27","1,568,405,675.79"
audio,"1,568,405,791.10","1,568,405,792.66"
writing,"1,568,405,806.69","1,568,405,820.19"
audio,"1,568,405,820.71","1,568,405,837.34"
writing,"1,568,405,837.86","1,568,405,860.20"
writing,"1,568,405,873.15","1,568,405,879.38"
writing,"1,568,405,884.05","1,568,405,886.13"
audio,"1,568,405,886.65","1,568,405,920.94"
audio,"1,568,405,982.23","1,568,405,983.26"
