Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
audio,"1,572,570,517.37","1,572,570,517.90"
audio,"1,572,572,052.33","1,572,572,053.39"
audio,"1,572,607,846.22","1,572,608,240.16"
audio,"1,572,608,308.11","1,572,608,390.99"
audio,"1,572,613,996.80","1,572,613,997.32"
audio,"1,572,614,067.34","1,572,614,067.85"
writing,"1,572,626,970.12","1,572,626,971.66"
writing,"1,572,626,983.49","1,572,627,006.15"
audio,"1,572,648,464.34","1,572,648,464.86"
audio,"1,572,648,768.53","1,572,648,769.57"
audio,"1,572,649,591.40","1,572,649,591.92"
audio,"1,572,649,920.73","1,572,649,921.24"
audio,"1,572,652,725.31","1,572,652,726.36"
