Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,573,979,581.20","1,573,979,620.36"
writing,"1,573,979,625.53","1,573,979,628.62"
writing,"1,573,980,001.91","1,573,980,006.03"
audio,"1,573,980,298.55","1,573,980,299.58"
writing,"1,573,981,895.15","1,573,981,922.89"
writing,"1,573,981,925.97","1,573,981,960.36"
writing,"1,573,982,019.35","1,573,982,021.93"
writing,"1,573,982,055.86","1,573,982,077.91"
writing,"1,573,982,081.00","1,573,982,088.20"
writing,"1,573,982,156.48","1,573,982,185.26"
writing,"1,573,982,195.05","1,573,982,197.62"
writing,"1,573,982,203.30","1,573,982,233.65"
writing,"1,573,982,368.10","1,573,982,368.61"
writing,"1,573,982,466.39","1,573,982,500.40"
writing,"1,573,982,511.21","1,573,982,516.36"
writing,"1,573,982,522.02","1,573,982,537.48"
writing,"1,573,982,545.21","1,573,982,557.58"
writing,"1,573,982,558.61","1,573,982,559.64"
writing,"1,573,989,934.15","1,573,989,945.44"
writing,"1,573,990,023.04","1,573,990,025.10"
writing,"1,573,990,034.34","1,573,990,064.15"
writing,"1,573,990,416.78","1,573,990,418.84"
writing,"1,573,990,471.85","1,573,990,527.95"
writing,"1,573,990,536.13","1,573,990,561.90"
writing,"1,573,992,550.51","1,573,992,551.02"
audio,"1,573,992,551.54","1,573,992,553.08"
writing,"1,573,994,814.86","1,573,994,815.37"
audio,"1,573,994,815.88","1,573,994,846.27"
writing,"1,574,000,583.15","1,574,000,584.18"
audio,"1,574,000,586.75","1,574,000,588.81"
audio,"1,574,000,736.00","1,574,000,740.12"
audio,"1,574,000,744.24","1,574,000,745.27"
audio,"1,574,001,378.82","1,574,001,381.40"
audio,"1,574,001,447.40","1,574,001,448.43"
audio,"1,574,001,545.12","1,574,001,546.67"
writing,"1,574,001,793.95","1,574,001,794.46"
audio,"1,574,001,794.98","1,574,001,828.92"
audio,"1,574,001,830.98","1,574,001,834.07"
audio,"1,574,002,034.28","1,574,002,042.52"
audio,"1,574,002,430.39","1,574,002,431.93"
audio,"1,574,007,215.81","1,574,007,216.32"
writing,"1,574,007,216.84","1,574,007,217.36"
writing,"1,574,007,637.49","1,574,007,645.72"
audio,"1,574,009,230.11","1,574,009,231.14"
writing,"1,574,009,758.82","1,574,009,759.34"
writing,"1,574,012,255.28","1,574,012,307.11"
writing,"1,574,012,311.77","1,574,012,342.01"
writing,"1,574,012,355.91","1,574,012,369.26"
writing,"1,574,012,564.00","1,574,012,599.46"
audio,"1,574,012,599.97","1,574,012,600.50"
writing,"1,574,012,601.01","1,574,012,601.53"
audio,"1,574,012,826.56","1,574,012,827.07"
writing,"1,574,012,831.20","1,574,012,905.69"
audio,"1,574,012,906.20","1,574,012,906.72"
writing,"1,574,013,339.67","1,574,013,340.18"
writing,"1,574,013,342.76","1,574,013,344.82"
writing,"1,574,014,988.28","1,574,014,988.80"
audio,"1,574,014,989.32","1,574,014,992.93"
audio,"1,574,015,117.60","1,574,015,118.63"
audio,"1,574,015,125.35","1,574,015,125.87"
audio,"1,574,017,675.32","1,574,017,675.84"
writing,"1,574,017,676.35","1,574,017,695.37"
writing,"1,574,017,906.91","1,574,017,962.44"
audio,"1,574,017,962.96","1,574,017,963.48"
writing,"1,574,018,437.61","1,574,018,459.74"
writing,"1,574,018,641.59","1,574,018,644.17"
writing,"1,574,018,645.20","1,574,018,656.52"
writing,"1,574,019,921.76","1,574,020,028.25"
audio,"1,574,020,117.19","1,574,020,117.71"
writing,"1,574,020,118.22","1,574,020,156.81"
audio,"1,574,020,169.17","1,574,020,169.70"
writing,"1,574,020,170.21","1,574,020,488.00"
writing,"1,574,020,489.03","1,574,020,489.55"
