Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,571,229,001.01","1,571,229,007.19"
writing,"1,571,231,194.67","1,571,231,199.28"
writing,"1,571,231,294.96","1,571,231,324.47"
writing,"1,571,231,326.13","1,571,231,335.21"
writing,"1,571,232,187.05","1,571,232,208.67"
audio,"1,571,244,766.49","1,571,244,767.52"
writing,"1,571,244,768.04","1,571,244,769.58"
writing,"1,571,244,902.94","1,571,244,903.98"
writing,"1,571,244,911.19","1,571,244,913.76"
writing,"1,571,248,879.48","1,571,249,012.91"
writing,"1,571,249,513.62","1,571,249,514.14"
audio,"1,571,255,064.03","1,571,255,068.17"
audio,"1,571,255,200.66","1,571,255,201.69"
writing,"1,571,256,614.75","1,571,256,617.33"
writing,"1,571,256,626.81","1,571,256,656.70"
writing,"1,571,257,510.74","1,571,257,513.32"
