Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,575,676,817.67","1,575,676,818.19"
writing,"1,575,676,836.26","1,575,676,847.11"
writing,"1,575,676,855.37","1,575,676,861.56"
writing,"1,575,676,866.23","1,575,676,867.26"
writing,"1,575,676,874.99","1,575,676,876.02"
writing,"1,575,676,892.58","1,575,676,896.71"
writing,"1,575,676,899.82","1,575,676,921.00"
writing,"1,575,676,942.70","1,575,676,946.32"
writing,"1,575,676,952.00","1,575,676,955.10"
writing,"1,575,676,978.87","1,575,676,996.44"
writing,"1,575,677,015.03","1,575,677,018.13"
writing,"1,575,677,026.40","1,575,677,120.39"
writing,"1,575,677,125.03","1,575,677,298.05"
writing,"1,575,677,303.75","1,575,677,305.31"
writing,"1,575,677,306.87","1,575,677,394.14"
writing,"1,575,677,397.75","1,575,677,443.72"
writing,"1,575,677,445.27","1,575,677,453.03"
writing,"1,575,677,463.87","1,575,677,476.79"
writing,"1,575,677,486.59","1,575,677,488.14"
writing,"1,575,677,541.84","1,575,677,542.36"
audio,"1,575,677,542.88","1,575,677,544.43"
audio,"1,575,677,623.95","1,575,677,644.11"
writing,"1,575,677,644.62","1,575,677,654.96"
writing,"1,575,677,678.72","1,575,677,697.83"
writing,"1,575,677,715.37","1,575,677,717.44"
writing,"1,575,677,721.57","1,575,677,730.88"
writing,"1,575,677,737.08","1,575,677,763.42"
writing,"1,575,677,810.92","1,575,677,817.63"
writing,"1,575,677,971.91","1,575,677,989.46"
writing,"1,575,678,000.29","1,575,678,003.91"
writing,"1,575,678,020.93","1,575,678,025.07"
writing,"1,575,678,026.62","1,575,678,030.74"
writing,"1,575,678,035.38","1,575,678,037.96"
writing,"1,575,678,058.61","1,575,678,064.80"
writing,"1,575,678,160.31","1,575,678,168.05"
writing,"1,575,678,181.46","1,575,678,187.15"
writing,"1,575,678,191.82","1,575,678,194.92"
writing,"1,575,678,201.63","1,575,678,211.44"
writing,"1,575,678,217.11","1,575,678,231.56"
writing,"1,575,678,238.79","1,575,678,252.74"
writing,"1,575,678,258.94","1,575,678,262.04"
writing,"1,575,678,281.16","1,575,678,281.69"
writing,"1,575,678,301.88","1,575,678,303.94"
writing,"1,575,678,326.65","1,575,678,329.75"
writing,"1,575,678,339.55","1,575,678,347.30"
writing,"1,575,678,356.09","1,575,678,357.64"
writing,"1,575,678,363.33","1,575,678,367.98"
writing,"1,575,678,382.43","1,575,678,383.98"
writing,"1,575,678,388.64","1,575,678,406.72"
writing,"1,575,678,430.46","1,575,678,442.85"
writing,"1,575,678,461.41","1,575,678,467.10"
writing,"1,575,678,491.35","1,575,678,493.41"
writing,"1,575,678,514.59","1,575,678,520.27"
writing,"1,575,678,523.88","1,575,678,528.02"
writing,"1,575,678,530.09","1,575,678,532.15"
writing,"1,575,678,536.28","1,575,678,538.87"
writing,"1,575,678,557.45","1,575,678,562.10"
writing,"1,575,678,569.32","1,575,678,570.87"
writing,"1,575,678,575.52","1,575,678,576.55"
writing,"1,575,678,579.13","1,575,678,584.28"
writing,"1,575,678,632.80","1,575,678,637.46"
writing,"1,575,678,639.01","1,575,678,649.85"
writing,"1,575,678,658.63","1,575,678,663.79"
writing,"1,575,678,678.24","1,575,678,684.44"
writing,"1,575,678,690.12","1,575,678,692.21"
writing,"1,575,678,710.27","1,575,678,714.42"
writing,"1,575,678,730.93","1,575,678,760.36"
writing,"1,575,678,765.53","1,575,678,768.11"
writing,"1,575,678,791.86","1,575,678,813.04"
writing,"1,575,678,818.21","1,575,678,819.75"
writing,"1,575,678,825.95","1,575,678,828.02"
writing,"1,575,678,832.16","1,575,678,834.22"
writing,"1,575,678,850.22","1,575,678,889.49"
writing,"1,575,678,899.31","1,575,678,901.90"
writing,"1,575,678,905.51","1,575,678,908.61"
writing,"1,575,678,920.49","1,575,678,924.11"
writing,"1,575,678,930.31","1,575,678,962.35"
writing,"1,575,678,975.24","1,575,679,005.73"
writing,"1,575,679,009.35","1,575,679,010.89"
writing,"1,575,679,012.46","1,575,679,022.28"
writing,"1,575,679,027.45","1,575,679,030.03"
writing,"1,575,679,059.98","1,575,679,085.81"
writing,"1,575,679,089.44","1,575,679,096.16"
writing,"1,575,679,099.78","1,575,679,101.84"
writing,"1,575,679,109.06","1,575,679,116.81"
writing,"1,575,679,119.39","1,575,679,120.94"
writing,"1,575,679,125.07","1,575,679,130.76"
writing,"1,575,679,132.83","1,575,679,135.41"
writing,"1,575,679,157.66","1,575,679,161.28"
writing,"1,575,679,165.93","1,575,679,169.54"
writing,"1,575,679,185.54","1,575,679,192.26"
writing,"1,575,679,271.78","1,575,679,272.29"
writing,"1,575,679,296.06","1,575,679,334.83"
writing,"1,575,679,365.28","1,575,679,406.09"
writing,"1,575,679,408.67","1,575,679,412.29"
