Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,575,590,684.94","1,575,590,685.45"
writing,"1,575,590,797.76","1,575,590,798.27"
writing,"1,575,590,799.30","1,575,590,811.68"
writing,"1,575,590,975.57","1,575,590,976.09"
writing,"1,575,591,133.81","1,575,591,134.33"
writing,"1,575,591,253.04","1,575,591,253.57"
writing,"1,575,591,357.74","1,575,591,358.26"
writing,"1,575,591,763.54","1,575,591,764.05"
writing,"1,575,592,031.50","1,575,592,032.02"
writing,"1,575,592,278.40","1,575,592,278.94"
writing,"1,575,592,285.66","1,575,592,286.18"
writing,"1,575,592,691.89","1,575,592,700.67"
writing,"1,575,594,235.35","1,575,594,235.87"
writing,"1,575,594,251.32","1,575,594,251.83"
writing,"1,575,594,838.11","1,575,594,838.63"
writing,"1,575,594,895.81","1,575,594,896.34"
writing,"1,575,594,958.64","1,575,594,959.16"
writing,"1,575,594,970.50","1,575,594,971.01"
writing,"1,575,595,138.96","1,575,595,139.48"
writing,"1,575,596,010.77","1,575,596,018.00"
writing,"1,575,596,027.79","1,575,596,028.83"
writing,"1,575,596,040.16","1,575,596,044.79"
writing,"1,575,597,427.63","1,575,597,429.18"
writing,"1,575,597,483.83","1,575,597,495.71"
writing,"1,575,597,508.12","1,575,597,813.72"
writing,"1,575,597,818.39","1,575,597,870.51"
writing,"1,575,597,882.41","1,575,597,883.45"
writing,"1,575,597,892.73","1,575,597,899.45"
writing,"1,575,597,911.83","1,575,597,930.42"
writing,"1,575,597,940.20","1,575,597,945.88"
writing,"1,575,597,955.68","1,575,597,959.29"
writing,"1,575,597,970.12","1,575,597,990.24"
writing,"1,575,597,992.85","1,575,598,009.90"
writing,"1,575,598,014.02","1,575,598,019.18"
writing,"1,575,598,028.98","1,575,598,029.51"
writing,"1,575,598,032.10","1,575,598,044.49"
writing,"1,575,598,052.73","1,575,598,059.46"
writing,"1,575,598,061.02","1,575,598,068.76"
writing,"1,575,598,074.96","1,575,598,080.13"
writing,"1,575,598,085.28","1,575,598,148.80"
writing,"1,575,598,156.55","1,575,598,192.19"
writing,"1,575,598,198.90","1,575,598,213.36"
writing,"1,575,598,237.12","1,575,598,259.83"
writing,"1,575,598,274.30","1,575,598,287.22"
writing,"1,575,598,290.83","1,575,598,296.51"
writing,"1,575,598,298.06","1,575,598,299.61"
writing,"1,575,598,301.16","1,575,598,305.30"
writing,"1,575,598,306.85","1,575,598,311.50"
writing,"1,575,598,316.67","1,575,598,336.84"
writing,"1,575,598,344.60","1,575,598,363.71"
writing,"1,575,598,375.05","1,575,598,383.83"
writing,"1,575,598,386.93","1,575,598,400.87"
writing,"1,575,598,402.43","1,575,598,412.76"
writing,"1,575,598,416.89","1,575,598,450.49"
writing,"1,575,598,456.16","1,575,598,463.90"
writing,"1,575,598,465.46","1,575,598,473.21"
writing,"1,575,598,476.83","1,575,598,499.05"
writing,"1,575,598,500.60","1,575,598,508.87"
writing,"1,575,598,513.00","1,575,598,523.83"
writing,"1,575,598,529.00","1,575,598,538.29"
writing,"1,575,598,539.33","1,575,598,541.38"
writing,"1,575,598,552.21","1,575,598,554.78"
writing,"1,575,598,571.29","1,575,598,612.62"
writing,"1,575,598,693.13","1,575,598,705.52"
writing,"1,575,598,715.29","1,575,598,720.45"
writing,"1,575,598,724.07","1,575,598,739.05"
audio,"1,575,598,744.74","1,575,598,748.35"
writing,"1,575,598,812.34","1,575,598,812.85"
audio,"1,575,598,822.16","1,575,598,833.53"
audio,"1,575,598,859.90","1,575,598,864.02"
writing,"1,575,598,865.58","1,575,598,866.61"
writing,"1,575,598,871.77","1,575,598,874.88"
writing,"1,575,598,895.52","1,575,598,898.62"
writing,"1,575,598,917.19","1,575,598,921.32"
writing,"1,575,598,955.93","1,575,598,962.12"
writing,"1,575,599,003.93","1,575,599,016.33"
writing,"1,575,599,031.81","1,575,599,046.27"
writing,"1,575,599,063.83","1,575,599,064.88"
writing,"1,575,599,073.65","1,575,599,080.88"
writing,"1,575,599,086.05","1,575,599,135.61"
writing,"1,575,599,146.97","1,575,599,184.71"
audio,"1,575,599,199.16","1,575,599,200.19"
writing,"1,575,599,205.37","1,575,599,214.66"
writing,"1,575,599,218.28","1,575,599,224.47"
writing,"1,575,599,226.56","1,575,599,242.03"
writing,"1,575,599,246.67","1,575,599,254.92"
writing,"1,575,599,256.98","1,575,599,263.17"
writing,"1,575,599,264.73","1,575,599,310.17"
writing,"1,575,599,326.20","1,575,599,329.30"
writing,"1,575,599,338.59","1,575,599,351.00"
writing,"1,575,599,353.58","1,575,599,365.98"
writing,"1,575,599,368.57","1,575,599,398.00"
writing,"1,575,599,409.86","1,575,599,435.17"
writing,"1,575,599,438.29","1,575,599,441.89"
writing,"1,575,599,444.48","1,575,599,552.39"
writing,"1,575,599,556.51","1,575,599,623.63"
writing,"1,575,599,634.48","1,575,599,699.04"
writing,"1,575,599,706.77","1,575,599,725.86"
writing,"1,575,599,727.92","1,575,599,728.44"
writing,"1,575,599,730.51","1,575,599,763.54"
writing,"1,575,599,767.14","1,575,599,981.94"
writing,"1,575,599,998.44","1,575,600,073.02"
writing,"1,575,600,075.60","1,575,600,090.53"
writing,"1,575,600,100.83","1,575,600,127.10"
writing,"1,575,600,133.30","1,575,600,141.03"
writing,"1,575,600,149.27","1,575,600,171.43"
writing,"1,575,600,186.37","1,575,600,214.73"
audio,"1,575,600,215.24","1,575,600,218.34"
writing,"1,575,600,220.93","1,575,600,281.78"
writing,"1,575,600,365.41","1,575,600,386.58"
writing,"1,575,600,392.25","1,575,600,401.02"
writing,"1,575,600,493.95","1,575,600,501.69"
writing,"1,575,600,502.73","1,575,600,504.79"
writing,"1,575,600,506.86","1,575,600,512.02"
writing,"1,575,600,514.09","1,575,600,582.75"
writing,"1,575,600,603.41","1,575,600,645.69"
writing,"1,575,600,743.19","1,575,600,818.47"
writing,"1,575,601,003.72","1,575,601,032.13"
writing,"1,575,601,065.19","1,575,601,072.90"
writing,"1,575,601,075.49","1,575,601,142.09"
writing,"1,575,601,202.44","1,575,601,214.85"
writing,"1,575,601,227.24","1,575,601,282.51"
writing,"1,575,601,292.31","1,575,601,368.72"
writing,"1,575,601,372.83","1,575,601,373.35"
writing,"1,575,601,405.36","1,575,601,406.91"
writing,"1,575,601,415.17","1,575,601,418.27"
writing,"1,575,601,424.47","1,575,601,454.43"
writing,"1,575,601,493.63","1,575,601,495.18"
writing,"1,575,601,503.45","1,575,601,513.78"
writing,"1,575,601,521.53","1,575,601,523.08"
writing,"1,575,601,525.67","1,575,601,548.40"
writing,"1,575,601,560.24","1,575,601,570.04"
writing,"1,575,601,573.13","1,575,601,573.65"
writing,"1,575,601,583.47","1,575,601,617.04"
writing,"1,575,601,636.15","1,575,601,669.21"
writing,"1,575,601,671.79","1,575,601,688.81"
writing,"1,575,601,705.85","1,575,601,742.00"
writing,"1,575,601,743.56","1,575,601,779.20"
writing,"1,575,601,781.80","1,575,601,786.45"
writing,"1,575,601,787.49","1,575,601,788.52"
writing,"1,575,601,799.36","1,575,601,818.47"
writing,"1,575,601,820.02","1,575,601,825.70"
writing,"1,575,601,830.35","1,575,601,842.75"
writing,"1,575,601,847.91","1,575,601,907.26"
writing,"1,575,601,913.44","1,575,601,921.71"
writing,"1,575,601,923.25","1,575,601,963.54"
writing,"1,575,601,969.23","1,575,601,997.62"
writing,"1,575,602,002.27","1,575,602,008.97"
writing,"1,575,602,014.15","1,575,602,015.70"
writing,"1,575,602,031.70","1,575,602,050.30"
writing,"1,575,602,076.63","1,575,602,085.41"
writing,"1,575,602,097.78","1,575,602,101.91"
writing,"1,575,602,110.68","1,575,602,136.44"
writing,"1,575,602,180.34","1,575,602,180.85"
writing,"1,575,602,184.48","1,575,602,192.76"
writing,"1,575,602,201.53","1,575,602,213.42"
writing,"1,575,602,227.37","1,575,602,236.65"
writing,"1,575,602,245.42","1,575,602,248.52"
writing,"1,575,602,258.32","1,575,602,259.87"
writing,"1,575,602,278.47","1,575,602,291.38"
writing,"1,575,602,294.99","1,575,602,307.38"
writing,"1,575,602,308.96","1,575,602,343.04"
writing,"1,575,602,348.20","1,575,602,354.92"
writing,"1,575,602,363.18","1,575,602,372.48"
writing,"1,575,602,390.53","1,575,602,391.56"
writing,"1,575,602,394.66","1,575,602,396.22"
writing,"1,575,602,415.33","1,575,602,450.96"
writing,"1,575,602,452.00","1,575,602,476.27"
writing,"1,575,602,477.82","1,575,602,479.37"
writing,"1,575,602,505.17","1,575,602,569.70"
writing,"1,575,602,581.56","1,575,602,591.35"
writing,"1,575,602,604.25","1,575,602,620.75"
writing,"1,575,602,639.33","1,575,602,656.90"
writing,"1,575,602,664.12","1,575,602,665.67"
writing,"1,575,602,667.26","1,575,602,677.06"
writing,"1,575,602,682.24","1,575,602,687.91"
writing,"1,575,602,696.16","1,575,602,728.16"
audio,"1,575,603,357.53","1,575,603,358.57"
writing,"1,575,603,553.64","1,575,603,554.67"
audio,"1,575,603,573.77","1,575,603,575.32"
writing,"1,575,603,821.88","1,575,603,823.43"
writing,"1,575,603,828.62","1,575,603,839.99"
writing,"1,575,604,009.23","1,575,604,016.97"
writing,"1,575,604,042.26","1,575,604,042.78"
writing,"1,575,604,044.85","1,575,604,069.63"
writing,"1,575,604,075.82","1,575,604,077.36"
writing,"1,575,604,079.94","1,575,604,083.55"
writing,"1,575,604,137.83","1,575,604,161.08"
writing,"1,575,604,162.12","1,575,604,185.35"
writing,"1,575,604,192.05","1,575,604,199.80"
writing,"1,575,604,203.40","1,575,604,210.65"
writing,"1,575,604,224.59","1,575,604,231.81"
writing,"1,575,604,236.47","1,575,604,276.22"
writing,"1,575,604,286.02","1,575,604,287.06"
writing,"1,575,604,288.09","1,575,604,292.73"
writing,"1,575,604,303.04","1,575,604,311.29"
writing,"1,575,604,324.21","1,575,604,396.42"
writing,"1,575,604,403.64","1,575,604,407.78"
writing,"1,575,604,409.84","1,575,604,412.94"
writing,"1,575,604,440.33","1,575,604,442.39"
writing,"1,575,604,455.29","1,575,604,456.83"
writing,"1,575,604,463.02","1,575,604,501.23"
writing,"1,575,604,681.82","1,575,604,682.33"
writing,"1,575,604,741.21","1,575,604,750.50"
writing,"1,575,604,765.47","1,575,604,808.28"
writing,"1,575,604,811.89","1,575,604,817.04"
writing,"1,575,604,831.49","1,575,604,842.32"
writing,"1,575,604,863.52","1,575,604,874.89"
writing,"1,575,604,882.64","1,575,604,885.74"
writing,"1,575,604,969.79","1,575,604,989.38"
audio,"1,575,605,001.76","1,575,605,004.35"
writing,"1,575,605,014.17","1,575,605,014.69"
writing,"1,575,605,018.33","1,575,605,018.85"
writing,"1,575,605,045.16","1,575,605,050.83"
writing,"1,575,605,057.53","1,575,605,062.69"
writing,"1,575,605,123.51","1,575,605,128.67"
writing,"1,575,605,175.62","1,575,605,177.68"
writing,"1,575,605,219.51","1,575,605,250.97"
writing,"1,575,605,280.90","1,575,605,294.84"
writing,"1,575,605,353.20","1,575,605,390.88"
writing,"1,575,605,402.24","1,575,605,402.76"
writing,"1,575,605,407.93","1,575,605,412.07"
writing,"1,575,605,420.33","1,575,605,421.88"
writing,"1,575,605,470.92","1,575,605,476.08"
writing,"1,575,605,479.70","1,575,605,483.31"
writing,"1,575,605,632.45","1,575,605,647.93"
writing,"1,575,605,701.60","1,575,605,702.12"
writing,"1,575,605,733.11","1,575,605,734.16"
writing,"1,575,605,788.88","1,575,605,852.96"
writing,"1,575,605,859.67","1,575,605,866.89"
writing,"1,575,605,870.50","1,575,605,883.41"
writing,"1,575,605,891.15","1,575,605,924.72"
writing,"1,575,605,940.19","1,575,605,942.26"
writing,"1,575,605,946.40","1,575,605,988.18"
writing,"1,575,606,058.37","1,575,606,085.21"
audio,"1,575,606,085.73","1,575,606,088.34"
writing,"1,575,606,089.37","1,575,606,097.10"
writing,"1,575,606,104.83","1,575,606,110.50"
writing,"1,575,606,272.65","1,575,606,300.01"
writing,"1,575,606,398.58","1,575,606,399.09"
writing,"1,575,606,419.73","1,575,606,423.34"
writing,"1,575,606,453.81","1,575,606,565.36"
writing,"1,575,606,584.97","1,575,606,589.10"
writing,"1,575,606,602.51","1,575,606,607.16"
writing,"1,575,606,626.77","1,575,606,646.40"
writing,"1,575,606,658.28","1,575,606,658.79"
writing,"1,575,606,681.50","1,575,606,683.57"
writing,"1,575,606,685.64","1,575,606,686.67"
writing,"1,575,606,688.76","1,575,606,696.50"
writing,"1,575,606,698.07","1,575,606,709.43"
writing,"1,575,606,747.62","1,575,606,767.25"
writing,"1,575,606,768.80","1,575,606,789.91"
writing,"1,575,606,792.48","1,575,606,815.22"
writing,"1,575,606,834.32","1,575,606,836.91"
writing,"1,575,606,847.78","1,575,606,861.21"
writing,"1,575,606,865.32","1,575,606,867.91"
writing,"1,575,606,879.26","1,575,606,895.27"
writing,"1,575,606,912.33","1,575,606,946.93"
writing,"1,575,606,958.82","1,575,606,962.95"
writing,"1,575,606,984.63","1,575,606,989.28"
writing,"1,575,606,990.84","1,575,606,991.36"
writing,"1,575,606,993.94","1,575,607,043.02"
writing,"1,575,607,058.50","1,575,607,097.24"
writing,"1,575,607,101.37","1,575,607,130.30"
writing,"1,575,607,142.17","1,575,607,237.12"
writing,"1,575,607,251.56","1,575,607,252.08"
writing,"1,575,607,253.10","1,575,607,333.50"
writing,"1,575,607,351.59","1,575,607,353.13"
writing,"1,575,607,360.36","1,575,607,377.89"
writing,"1,575,607,398.06","1,575,607,413.55"
writing,"1,575,607,422.32","1,575,607,461.07"
writing,"1,575,607,466.23","1,575,607,472.43"
writing,"1,575,607,475.53","1,575,607,492.58"
writing,"1,575,607,556.07","1,575,607,613.87"
writing,"1,575,607,630.90","1,575,607,650.01"
writing,"1,575,607,653.14","1,575,607,781.15"
writing,"1,575,607,795.61","1,575,607,802.32"
writing,"1,575,607,826.59","1,575,607,945.34"
writing,"1,575,607,959.30","1,575,607,962.39"
writing,"1,575,607,968.06","1,575,607,979.42"
writing,"1,575,607,981.49","1,575,608,055.77"
writing,"1,575,608,071.77","1,575,608,078.48"
writing,"1,575,608,080.03","1,575,608,093.46"
writing,"1,575,608,106.89","1,575,608,120.32"
writing,"1,575,608,128.57","1,575,608,151.30"
writing,"1,575,608,219.50","1,575,608,227.25"
writing,"1,575,608,232.94","1,575,608,236.04"
writing,"1,575,608,241.18","1,575,608,259.21"
writing,"1,575,608,266.96","1,575,608,293.26"
writing,"1,575,608,400.09","1,575,608,410.41"
writing,"1,575,608,432.60","1,575,608,438.28"
writing,"1,575,608,442.91","1,575,608,458.40"
writing,"1,575,608,591.55","1,575,608,623.57"
writing,"1,575,608,624.60","1,575,608,636.98"
writing,"1,575,608,642.15","1,575,608,652.46"
writing,"1,575,608,664.35","1,575,608,680.88"
writing,"1,575,608,702.57","1,575,608,707.74"
writing,"1,575,608,715.49","1,575,608,776.92"
writing,"1,575,608,782.08","1,575,608,850.71"
writing,"1,575,608,871.35","1,575,608,898.71"
writing,"1,575,608,909.57","1,575,608,936.41"
writing,"1,575,608,939.51","1,575,608,976.13"
writing,"1,575,608,982.31","1,575,608,991.61"
writing,"1,575,608,995.74","1,575,608,996.77"
writing,"1,575,609,018.99","1,575,609,069.07"
writing,"1,575,609,072.17","1,575,609,072.69"
writing,"1,575,609,105.75","1,575,609,106.78"
writing,"1,575,609,121.77","1,575,609,139.31"
writing,"1,575,609,145.51","1,575,609,160.47"
writing,"1,575,609,164.08","1,575,609,164.60"
writing,"1,575,609,171.83","1,575,609,176.99"
writing,"1,575,609,181.11","1,575,609,240.00"
writing,"1,575,609,257.03","1,575,609,257.55"
writing,"1,575,609,279.21","1,575,609,292.08"
writing,"1,575,609,293.11","1,575,609,295.18"
writing,"1,575,609,304.47","1,575,609,307.57"
writing,"1,575,609,321.51","1,575,609,338.56"
writing,"1,575,609,345.76","1,575,609,349.88"
writing,"1,575,609,364.85","1,575,609,423.22"
writing,"1,575,609,460.87","1,575,609,466.04"
writing,"1,575,609,469.14","1,575,609,473.79"
writing,"1,575,609,481.55","1,575,609,484.13"
writing,"1,575,609,493.43","1,575,609,499.13"
writing,"1,575,609,511.51","1,575,609,512.05"
writing,"1,575,609,525.98","1,575,609,526.50"
writing,"1,575,609,536.31","1,575,609,605.49"
writing,"1,575,609,607.03","1,575,609,644.18"
