Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,579,996,845.70","1,579,996,948.68"
writing,"1,579,998,217.38","1,579,998,218.40"
writing,"1,580,039,877.22","1,580,039,877.73"
writing,"1,580,055,933.63","1,580,055,971.25"
writing,"1,580,055,974.34","1,580,056,008.87"
writing,"1,580,056,118.65","1,580,056,156.85"
writing,"1,580,056,165.60","1,580,056,280.01"
writing,"1,580,056,304.21","1,580,056,345.46"
writing,"1,580,056,359.37","1,580,056,375.88"
writing,"1,580,056,381.55","1,580,056,558.97"
writing,"1,580,056,594.56","1,580,056,713.64"
writing,"1,580,056,730.65","1,580,056,734.77"
writing,"1,580,056,735.81","1,580,056,782.66"
audio,"1,580,056,829.06","1,580,056,830.08"
writing,"1,580,056,831.63","1,580,056,842.45"
writing,"1,580,056,844.52","1,580,056,846.06"
writing,"1,580,056,849.17","1,580,056,853.80"
writing,"1,580,056,855.37","1,580,056,868.72"
writing,"1,580,056,914.53","1,580,056,918.65"
writing,"1,580,056,924.86","1,580,056,933.61"
writing,"1,580,056,936.19","1,580,056,938.77"
writing,"1,580,056,985.19","1,580,056,990.35"
audio,"1,580,056,991.90","1,580,056,992.41"
writing,"1,580,056,992.93","1,580,057,057.86"
writing,"1,580,057,121.20","1,580,057,122.23"
writing,"1,580,057,123.26","1,580,057,167.58"
writing,"1,580,057,190.75","1,580,057,192.30"
writing,"1,580,057,194.37","1,580,057,281.46"
writing,"1,580,057,284.04","1,580,057,286.10"
writing,"1,580,057,290.22","1,580,057,296.40"
writing,"1,580,057,297.44","1,580,057,297.95"
audio,"1,580,057,298.99","1,580,057,299.50"
writing,"1,580,057,453.65","1,580,057,454.16"
writing,"1,580,057,456.24","1,580,057,477.37"
writing,"1,580,057,480.98","1,580,057,485.10"
writing,"1,580,057,487.68","1,580,057,489.75"
writing,"1,580,057,501.10","1,580,057,622.65"
audio,"1,580,057,624.20","1,580,057,625.23"
writing,"1,580,057,625.75","1,580,057,629.87"
writing,"1,580,057,631.98","1,580,057,642.79"
writing,"1,580,057,643.85","1,580,057,716.97"
writing,"1,580,057,719.03","1,580,057,776.20"
audio,"1,580,057,778.77","1,580,057,779.29"
writing,"1,580,057,779.80","1,580,057,794.22"
writing,"1,580,057,796.28","1,580,057,799.88"
writing,"1,580,057,800.92","1,580,057,843.16"
writing,"1,580,057,845.23","1,580,057,851.41"
writing,"1,580,057,852.49","1,580,057,864.34"
writing,"1,580,057,866.40","1,580,057,923.60"
audio,"1,580,057,925.66","1,580,057,926.18"
writing,"1,580,057,926.70","1,580,057,931.34"
writing,"1,580,057,952.54","1,580,058,041.17"
audio,"1,580,058,042.22","1,580,058,042.73"
writing,"1,580,058,043.25","1,580,058,043.76"
writing,"1,580,058,044.79","1,580,058,104.54"
audio,"1,580,058,105.05","1,580,058,105.57"
writing,"1,580,058,106.63","1,580,058,115.89"
writing,"1,580,058,116.92","1,580,058,146.81"
writing,"1,580,058,147.85","1,580,058,150.42"
writing,"1,580,058,151.45","1,580,058,787.01"
writing,"1,580,059,248.08","1,580,059,255.29"
writing,"1,580,066,071.73","1,580,066,091.30"
writing,"1,580,066,092.86","1,580,066,095.95"
writing,"1,580,066,098.01","1,580,066,106.78"
writing,"1,580,066,255.66","1,580,066,257.20"
writing,"1,580,066,259.79","1,580,066,262.37"
audio,"1,580,066,262.89","1,580,066,263.41"
writing,"1,580,066,263.93","1,580,066,271.14"
writing,"1,580,069,336.83","1,580,069,337.34"
writing,"1,580,069,833.24","1,580,069,833.75"
writing,"1,580,070,221.74","1,580,070,222.26"
writing,"1,580,071,462.48","1,580,071,497.03"
writing,"1,580,073,059.91","1,580,073,119.66"
writing,"1,580,073,139.77","1,580,073,140.80"
writing,"1,580,073,142.35","1,580,073,149.57"
writing,"1,580,073,186.17","1,580,073,201.11"
