Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,575,246,386.73","1,575,246,399.12"
writing,"1,575,252,027.16","1,575,252,040.53"
writing,"1,575,252,042.59","1,575,252,299.20"
writing,"1,575,252,590.12","1,575,252,625.15"
writing,"1,575,252,628.77","1,575,252,629.80"
writing,"1,575,252,641.15","1,575,252,660.75"
writing,"1,575,252,666.95","1,575,252,715.41"
writing,"1,575,252,730.37","1,575,252,767.46"
writing,"1,575,252,843.19","1,575,252,857.07"
writing,"1,575,252,859.68","1,575,252,864.84"
writing,"1,575,252,879.27","1,575,252,883.40"
writing,"1,575,252,885.99","1,575,252,887.02"
writing,"1,575,252,932.37","1,575,252,940.08"
writing,"1,575,252,949.88","1,575,252,958.66"
writing,"1,575,252,963.82","1,575,252,992.15"
audio,"1,575,252,992.68","1,575,252,993.22"
writing,"1,575,253,000.43","1,575,253,012.81"
writing,"1,575,253,017.47","1,575,253,030.35"
writing,"1,575,253,033.45","1,575,253,034.48"
writing,"1,575,253,037.05","1,575,253,046.84"
writing,"1,575,253,055.10","1,575,253,070.04"
writing,"1,575,253,074.67","1,575,253,075.19"
writing,"1,575,253,076.22","1,575,253,084.97"
writing,"1,575,253,094.76","1,575,253,097.85"
writing,"1,575,253,101.98","1,575,253,103.03"
writing,"1,575,253,552.40","1,575,253,571.47"
writing,"1,575,253,575.59","1,575,253,581.27"
writing,"1,575,253,583.85","1,575,253,598.29"
writing,"1,575,253,600.35","1,575,253,606.03"
writing,"1,575,253,635.93","1,575,253,646.25"
writing,"1,575,253,674.09","1,575,253,724.55"
writing,"1,575,253,754.97","1,575,253,755.49"
writing,"1,575,253,763.74","1,575,253,782.81"
writing,"1,575,253,786.96","1,575,253,787.47"
writing,"1,575,253,825.62","1,575,253,839.04"
writing,"1,575,253,840.58","1,575,253,845.73"
writing,"1,575,253,876.17","1,575,253,901.44"
writing,"1,575,253,906.62","1,575,253,908.17"
writing,"1,575,253,909.72","1,575,253,928.28"
writing,"1,575,253,933.44","1,575,253,934.47"
writing,"1,575,253,937.05","1,575,253,944.79"
writing,"1,575,253,968.04","1,575,253,972.17"
writing,"1,575,254,005.68","1,575,254,015.98"
writing,"1,575,254,022.18","1,575,254,051.00"
writing,"1,575,254,057.71","1,575,254,077.80"
writing,"1,575,254,101.01","1,575,254,129.32"
writing,"1,575,254,132.42","1,575,254,140.66"
writing,"1,575,254,422.63","1,575,254,426.75"
writing,"1,575,254,431.40","1,575,254,433.98"
writing,"1,575,254,480.37","1,575,254,490.68"
writing,"1,575,254,494.81","1,575,254,495.33"
writing,"1,575,254,499.96","1,575,254,503.05"
writing,"1,575,254,529.32","1,575,254,559.17"
writing,"1,575,254,561.23","1,575,254,589.55"
writing,"1,575,254,592.65","1,575,254,593.16"
writing,"1,575,254,598.35","1,575,254,599.90"
writing,"1,575,254,601.45","1,575,254,611.76"
writing,"1,575,254,624.69","1,575,254,629.84"
writing,"1,575,254,638.08","1,575,254,647.38"
writing,"1,575,254,707.32","1,575,254,715.05"
writing,"1,575,254,720.73","1,575,254,746.03"
writing,"1,575,254,753.25","1,575,254,758.94"
writing,"1,575,254,834.80","1,575,254,835.32"
writing,"1,575,254,838.44","1,575,254,838.95"
