Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,574,985,697.31","1,574,985,697.82"
writing,"1,574,985,784.39","1,574,985,794.20"
writing,"1,574,985,837.51","1,574,985,879.75"
writing,"1,574,985,909.11","1,574,985,909.63"
writing,"1,574,985,994.08","1,574,985,994.59"
writing,"1,574,986,005.94","1,574,986,006.46"
writing,"1,574,986,007.49","1,574,986,025.52"
writing,"1,574,986,068.23","1,574,986,085.22"
writing,"1,574,986,172.65","1,574,986,237.99"
writing,"1,574,986,307.97","1,574,986,327.53"
writing,"1,574,986,350.69","1,574,986,435.56"
writing,"1,574,986,439.16","1,574,986,440.19"
writing,"1,574,986,525.07","1,574,986,579.06"
writing,"1,574,986,614.04","1,574,986,615.57"
writing,"1,574,986,627.93","1,574,986,635.65"
writing,"1,574,986,667.04","1,574,986,670.13"
writing,"1,574,986,674.25","1,574,986,799.23"
writing,"1,574,986,815.18","1,574,986,817.75"
writing,"1,574,986,836.26","1,574,986,842.96"
writing,"1,574,986,846.04","1,574,986,855.81"
writing,"1,574,986,860.44","1,574,986,869.70"
writing,"1,574,986,887.72","1,574,986,890.29"
writing,"1,574,986,937.10","1,574,986,938.64"
writing,"1,574,986,940.70","1,574,986,959.23"
audio,"1,574,986,978.77","1,574,986,980.82"
writing,"1,574,987,005.45","1,574,987,006.48"
writing,"1,574,987,008.02","1,574,987,010.59"
writing,"1,574,987,012.13","1,574,987,014.20"
writing,"1,574,987,015.75","1,574,987,026.55"
writing,"1,574,987,028.62","1,574,987,103.20"
writing,"1,574,987,105.78","1,574,987,108.87"
writing,"1,574,987,129.96","1,574,987,130.47"
writing,"1,574,987,134.08","1,574,987,135.11"
writing,"1,574,987,155.70","1,574,987,158.27"
writing,"1,574,987,165.99","1,574,987,166.50"
writing,"1,574,987,168.57","1,574,987,252.96"
writing,"1,574,987,281.76","1,574,987,288.97"
writing,"1,574,987,293.09","1,574,987,294.12"
writing,"1,574,987,346.07","1,574,987,346.58"
writing,"1,574,987,496.85","1,574,987,497.37"
writing,"1,574,987,535.43","1,574,987,535.94"
writing,"1,574,987,551.39","1,574,987,551.90"
writing,"1,574,987,621.30","1,574,987,621.84"
writing,"1,574,987,857.10","1,574,987,857.62"
audio,"1,574,987,924.54","1,574,987,930.72"
writing,"1,574,987,961.59","1,574,988,030.00"
writing,"1,574,988,039.28","1,574,988,039.80"
audio,"1,574,988,045.46","1,574,988,048.55"
audio,"1,574,988,050.60","1,574,988,052.66"
writing,"1,574,988,054.21","1,574,988,151.41"
audio,"1,574,988,153.98","1,574,988,155.01"
writing,"1,574,988,156.55","1,574,988,166.31"
writing,"1,574,988,167.85","1,574,988,168.36"
writing,"1,574,988,855.14","1,574,988,856.17"
writing,"1,574,988,858.23","1,574,988,863.87"
writing,"1,574,988,864.90","1,574,988,865.41"
writing,"1,574,988,868.50","1,574,988,874.15"
writing,"1,574,988,875.18","1,574,988,877.76"
writing,"1,574,988,890.61","1,574,988,893.69"
writing,"1,574,988,894.72","1,574,988,897.80"
writing,"1,574,988,902.43","1,574,988,902.94"
writing,"1,574,988,903.96","1,574,988,904.99"
writing,"1,574,988,914.22","1,574,988,992.35"
writing,"1,574,989,007.25","1,574,989,095.68"
writing,"1,574,989,099.82","1,574,989,134.80"
writing,"1,574,989,140.45","1,574,989,159.47"
writing,"1,574,989,169.22","1,574,989,172.82"
writing,"1,574,989,174.36","1,574,989,175.91"
