Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,574,338,320.41","1,574,338,325.06"
audio,"1,574,338,334.86","1,574,338,404.46"
writing,"1,574,338,404.97","1,574,338,405.49"
audio,"1,574,338,421.98","1,574,338,423.01"
audio,"1,574,338,426.12","1,574,338,432.29"
audio,"1,574,338,636.51","1,574,338,637.54"
audio,"1,574,351,171.11","1,574,351,177.29"
writing,"1,574,351,595.37","1,574,351,595.88"
audio,"1,574,351,596.40","1,574,351,597.94"
audio,"1,574,351,621.11","1,574,351,624.20"
audio,"1,574,351,813.94","1,574,351,815.49"
writing,"1,574,355,106.71","1,574,355,350.29"
writing,"1,574,355,351.33","1,574,355,351.85"
