Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
audio,"1,572,049,094.04","1,572,049,094.55"
audio,"1,572,049,379.09","1,572,049,379.60"
audio,"1,572,050,914.42","1,572,050,915.44"
audio,"1,572,057,804.45","1,572,057,805.47"
audio,"1,572,057,938.03","1,572,057,938.54"
writing,"1,572,057,939.06","1,572,057,942.14"
audio,"1,572,059,410.04","1,572,059,414.15"
audio,"1,572,059,584.14","1,572,059,585.18"
audio,"1,572,101,685.26","1,572,101,686.29"
writing,"1,572,115,916.08","1,572,115,917.12"
audio,"1,572,115,917.65","1,572,115,918.17"
writing,"1,572,115,955.08","1,572,116,006.34"
writing,"1,572,116,041.22","1,572,116,076.63"
writing,"1,572,116,080.23","1,572,116,095.11"
writing,"1,572,116,189.49","1,572,116,208.98"
writing,"1,572,116,256.67","1,572,116,277.20"
writing,"1,572,116,280.28","1,572,116,301.30"
writing,"1,572,116,306.44","1,572,116,350.02"
writing,"1,572,116,352.07","1,572,116,473.07"
audio,"1,572,116,473.59","1,572,116,474.10"
writing,"1,572,116,475.69","1,572,116,491.57"
writing,"1,572,116,498.27","1,572,116,544.93"
audio,"1,572,116,545.44","1,572,116,545.96"
writing,"1,572,116,593.15","1,572,116,595.21"
writing,"1,572,116,649.54","1,572,116,701.34"
writing,"1,572,116,706.51","1,572,116,994.71"
writing,"1,572,117,058.27","1,572,117,069.04"
writing,"1,572,117,072.12","1,572,117,083.92"
writing,"1,572,117,119.30","1,572,117,131.61"
writing,"1,572,117,132.64","1,572,117,137.25"
writing,"1,572,117,171.61","1,572,117,195.71"
writing,"1,572,117,208.03","1,572,117,211.11"
writing,"1,572,117,214.19","1,572,117,262.91"
audio,"1,572,117,285.98","1,572,117,286.50"
writing,"1,572,117,287.01","1,572,117,297.27"
writing,"1,572,117,310.10","1,572,117,317.79"
writing,"1,572,117,334.22","1,572,117,368.56"
writing,"1,572,117,394.77","1,572,117,439.42"
writing,"1,572,117,451.22","1,572,117,461.49"
audio,"1,572,117,462.00","1,572,117,462.51"
writing,"1,572,117,488.70","1,572,117,515.87"
