Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
visual,"1,564,787,918.12","1,564,787,983.38"
visual,"1,564,787,988.54","1,564,787,995.19"
writing,"1,564,788,400.26","1,564,788,406.99"
writing,"1,564,788,408.54","1,564,788,411.63"
visual,"1,564,788,422.98","1,564,788,497.49"
visual,"1,564,789,863.61","1,564,789,967.05"
writing,"1,564,790,153.49","1,564,790,164.85"
visual,"1,564,790,233.35","1,564,790,263.23"
visual,"1,564,790,274.08","1,564,790,309.67"
visual,"1,564,790,322.58","1,564,790,353.53"
writing,"1,564,827,841.18","1,564,827,844.80"
writing,"1,564,830,207.64","1,564,830,208.15"
writing,"1,564,832,915.18","1,564,833,025.49"
audio,"1,564,839,070.65","1,564,839,088.17"
writing,"1,564,844,380.14","1,564,844,409.52"
