Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,579,086,672.13","1,579,086,674.97"
writing,"1,579,087,698.23","1,579,087,719.38"
writing,"1,579,087,809.90","1,579,087,827.40"
writing,"1,579,087,829.98","1,579,087,844.91"
writing,"1,579,087,875.34","1,579,087,890.29"
writing,"1,579,087,901.10","1,579,087,945.93"
writing,"1,579,087,957.78","1,579,088,002.06"
writing,"1,579,088,040.18","1,579,088,054.63"
writing,"1,579,092,421.19","1,579,092,456.16"
writing,"1,579,095,149.82","1,579,095,291.38"
writing,"1,579,095,410.13","1,579,095,672.32"
writing,"1,579,095,721.70","1,579,095,733.55"
writing,"1,579,095,736.12","1,579,095,738.18"
writing,"1,579,095,743.85","1,579,095,749.51"
audio,"1,579,095,761.85","1,579,095,767.50"
writing,"1,579,095,769.57","1,579,095,862.22"
audio,"1,579,095,863.77","1,579,095,864.81"
writing,"1,579,095,865.32","1,579,095,923.47"
writing,"1,579,095,937.36","1,579,095,939.42"
writing,"1,579,095,952.30","1,579,096,838.48"
writing,"1,579,096,866.77","1,579,096,872.95"
writing,"1,579,096,890.44","1,579,096,938.31"
writing,"1,579,096,963.55","1,579,096,965.09"
writing,"1,579,096,970.75","1,579,096,972.81"
writing,"1,579,096,986.73","1,579,097,045.94"
writing,"1,579,097,050.59","1,579,097,062.43"
writing,"1,579,097,076.33","1,579,097,081.49"
writing,"1,579,097,108.26","1,579,097,127.30"
writing,"1,579,097,139.12","1,579,097,144.79"
writing,"1,579,097,146.85","1,579,097,157.16"
writing,"1,579,097,164.37","1,579,097,165.90"
writing,"1,579,097,171.56","1,579,097,172.08"
writing,"1,579,097,316.74","1,579,098,150.31"
writing,"1,579,098,167.81","1,579,098,194.05"
writing,"1,579,098,195.60","1,579,098,271.79"
writing,"1,579,098,286.73","1,579,098,512.81"
writing,"1,579,098,528.26","1,579,098,529.29"
writing,"1,579,098,530.86","1,579,098,534.46"
writing,"1,579,098,536.52","1,579,098,568.46"
writing,"1,579,098,588.05","1,579,098,588.56"
writing,"1,579,098,590.11","1,579,098,713.70"
writing,"1,579,098,715.77","1,579,098,788.89"
writing,"1,579,098,823.89","1,579,099,320.71"
writing,"1,579,099,330.48","1,579,099,569.36"
writing,"1,579,099,584.80","1,579,099,752.74"
writing,"1,579,099,754.28","1,579,099,787.74"
writing,"1,579,099,799.06","1,579,099,883.00"
writing,"1,579,099,903.10","1,579,099,907.73"
audio,"1,579,099,913.91","1,579,099,923.18"
writing,"1,579,099,965.32","1,579,099,992.06"
writing,"1,579,100,019.34","1,579,100,124.28"
writing,"1,579,100,136.14","1,579,100,138.71"
writing,"1,579,100,153.63","1,579,100,173.70"
writing,"1,579,100,371.38","1,579,100,546.76"
writing,"1,579,100,565.28","1,579,100,584.30"
writing,"1,579,100,595.10","1,579,100,606.93"
writing,"1,579,100,614.13","1,579,100,627.03"
writing,"1,579,100,636.80","1,579,100,692.90"
writing,"1,579,100,704.72","1,579,100,749.50"
writing,"1,579,100,758.76","1,579,100,818.47"
writing,"1,579,100,826.70","1,579,100,832.37"
writing,"1,579,100,847.81","1,579,100,856.56"
writing,"1,579,100,864.27","1,579,101,391.02"
writing,"1,579,101,399.78","1,579,101,400.83"
writing,"1,579,101,408.03","1,579,101,423.47"
writing,"1,579,101,439.92","1,579,102,040.60"
writing,"1,579,102,048.35","1,579,102,160.16"
writing,"1,579,102,197.18","1,579,102,645.33"
writing,"1,579,102,805.71","1,579,102,939.56"
writing,"1,579,103,145.74","1,579,103,207.46"
writing,"1,579,103,209.01","1,579,103,220.85"
writing,"1,579,103,236.27","1,579,103,261.46"
writing,"1,579,103,264.06","1,579,103,268.17"
writing,"1,579,103,269.20","1,579,103,652.34"
writing,"1,579,103,663.66","1,579,103,874.54"
writing,"1,579,103,884.83","1,579,104,100.84"
writing,"1,579,104,109.06","1,579,104,335.22"
writing,"1,579,104,339.32","1,579,104,587.46"
writing,"1,579,104,642.52","1,579,104,648.19"
writing,"1,579,104,672.41","1,579,104,703.37"
writing,"1,579,105,354.31","1,579,105,372.36"
writing,"1,579,106,035.33","1,579,106,086.83"
writing,"1,579,106,401.47","1,579,106,706.80"
writing,"1,579,106,707.84","1,579,106,734.10"
writing,"1,579,106,738.76","1,579,106,740.31"
writing,"1,579,106,741.85","1,579,106,778.43"
writing,"1,579,106,782.56","1,579,106,822.77"
writing,"1,579,106,840.80","1,579,106,909.81"
writing,"1,579,106,954.09","1,579,107,007.14"
writing,"1,579,107,078.10","1,579,107,112.07"
writing,"1,579,107,116.19","1,579,107,160.97"
writing,"1,579,107,215.55","1,579,107,248.52"
writing,"1,579,107,251.61","1,579,107,253.16"
writing,"1,579,107,258.32","1,579,107,290.78"
writing,"1,579,107,355.11","1,579,107,464.81"
writing,"1,579,107,465.85","1,579,107,546.17"
audio,"1,579,107,729.83","1,579,108,328.91"
audio,"1,579,110,073.72","1,579,110,103.04"
audio,"1,579,110,106.88","1,579,110,136.24"
audio,"1,579,110,139.08","1,579,110,143.71"
audio,"1,579,110,146.29","1,579,110,174.60"
