Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,580,215,120.21","1,580,215,120.72"
audio,"1,580,217,266.16","1,580,217,284.69"
audio,"1,580,217,288.31","1,580,217,300.16"
audio,"1,580,217,342.42","1,580,217,350.67"
audio,"1,580,217,438.31","1,580,217,439.86"
writing,"1,580,219,891.64","1,580,219,911.24"
writing,"1,580,220,638.74","1,580,220,654.18"
writing,"1,580,220,657.27","1,580,220,680.99"
writing,"1,580,220,842.22","1,580,220,897.86"
writing,"1,580,220,900.45","1,580,220,924.13"
writing,"1,580,220,925.68","1,580,221,108.37"
writing,"1,580,221,138.80","1,580,221,176.49"
writing,"1,580,221,179.07","1,580,221,180.11"
audio,"1,580,221,180.62","1,580,221,181.14"
writing,"1,580,221,181.65","1,580,221,232.17"
audio,"1,580,221,232.69","1,580,221,233.20"
writing,"1,580,221,234.24","1,580,221,239.42"
writing,"1,580,221,240.98","1,580,221,254.39"
audio,"1,580,221,749.51","1,580,221,771.72"
writing,"1,580,221,773.27","1,580,221,775.85"
writing,"1,580,221,819.20","1,580,221,820.24"
writing,"1,580,221,821.28","1,580,221,833.15"
audio,"1,580,221,834.18","1,580,221,834.71"
writing,"1,580,221,835.22","1,580,221,837.80"
writing,"1,580,221,839.87","1,580,221,860.01"
writing,"1,580,221,881.19","1,580,221,886.34"
writing,"1,580,221,887.37","1,580,221,921.98"
writing,"1,580,221,953.44","1,580,221,963.74"
audio,"1,580,221,964.80","1,580,221,965.33"
writing,"1,580,221,965.85","1,580,221,982.37"
writing,"1,580,222,006.12","1,580,222,018.01"
writing,"1,580,222,047.97","1,580,222,114.52"
writing,"1,580,222,160.96","1,580,222,161.47"
writing,"1,580,222,166.68","1,580,222,169.26"
writing,"1,580,222,170.82","1,580,222,173.92"
writing,"1,580,222,183.22","1,580,222,188.90"
writing,"1,580,222,192.00","1,580,222,193.04"
writing,"1,580,222,195.13","1,580,222,196.16"
writing,"1,580,222,198.23","1,580,222,200.82"
writing,"1,580,222,230.76","1,580,222,366.54"
writing,"1,580,222,408.31","1,580,222,498.12"
writing,"1,580,222,597.66","1,580,222,692.60"
writing,"1,580,222,700.85","1,580,222,704.47"
writing,"1,580,222,729.23","1,580,222,946.50"
audio,"1,580,222,966.12","1,580,222,969.22"
writing,"1,580,223,097.08","1,580,223,220.83"
writing,"1,580,223,256.94","1,580,223,331.70"
writing,"1,580,223,339.43","1,580,223,366.77"
writing,"1,580,223,368.32","1,580,223,564.38"
writing,"1,580,223,587.59","1,580,223,601.52"
writing,"1,580,223,618.54","1,580,223,647.44"
writing,"1,580,223,649.02","1,580,223,892.03"
writing,"1,580,223,916.27","1,580,223,942.00"
writing,"1,580,223,949.23","1,580,223,986.34"
writing,"1,580,223,990.47","1,580,224,005.45"
writing,"1,580,224,012.70","1,580,224,013.74"
writing,"1,580,224,023.03","1,580,224,029.22"
writing,"1,580,224,036.43","1,580,224,049.78"
writing,"1,580,224,072.48","1,580,224,107.58"
writing,"1,580,224,134.94","1,580,224,147.32"
writing,"1,580,224,166.92","1,580,224,174.15"
writing,"1,580,224,218.99","1,580,224,260.76"
writing,"1,580,224,265.40","1,580,224,324.77"
writing,"1,580,224,326.32","1,580,224,339.20"
writing,"1,580,224,340.81","1,580,224,355.26"
writing,"1,580,224,407.88","1,580,224,491.49"
writing,"1,580,224,504.90","1,580,224,507.48"
writing,"1,580,224,552.37","1,580,224,602.94"
writing,"1,580,224,638.01","1,580,224,684.96"
writing,"1,580,224,687.57","1,580,224,719.06"
writing,"1,580,224,720.61","1,580,224,772.21"
writing,"1,580,224,773.24","1,580,224,774.26"
writing,"1,580,224,785.12","1,580,224,789.24"
writing,"1,580,224,813.99","1,580,224,819.67"
writing,"1,580,224,829.99","1,580,224,836.22"
writing,"1,580,224,860.44","1,580,224,930.04"
writing,"1,580,224,956.86","1,580,225,084.39"
audio,"1,580,225,085.42","1,580,225,126.71"
writing,"1,580,225,127.74","1,580,225,128.77"
audio,"1,580,225,350.72","1,580,225,352.27"
writing,"1,580,225,352.79","1,580,225,353.31"
writing,"1,580,225,400.82","1,580,225,437.98"
writing,"1,580,225,480.82","1,580,225,508.17"
audio,"1,580,225,509.72","1,580,225,603.15"
writing,"1,580,225,604.19","1,580,225,605.22"
audio,"1,580,225,605.74","1,580,225,610.90"
audio,"1,580,225,738.91","1,580,225,789.48"
writing,"1,580,225,790.00","1,580,225,792.10"
writing,"1,580,225,795.20","1,580,225,798.30"
audio,"1,580,225,936.14","1,580,225,970.74"
writing,"1,580,225,971.26","1,580,225,971.77"
writing,"1,580,226,009.98","1,580,226,010.50"
audio,"1,580,226,011.54","1,580,226,012.58"
audio,"1,580,226,301.66","1,580,226,547.29"
writing,"1,580,226,549.35","1,580,226,549.87"
