Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,556,954,390.38","1,556,954,564.93"
writing,"1,556,954,596.96","1,556,954,600.06"
writing,"1,556,954,634.14","1,556,954,683.21"
writing,"1,556,956,049.82","1,556,956,053.95"
writing,"1,556,956,056.53","1,556,956,077.72"
writing,"1,556,956,100.45","1,556,956,107.70"
writing,"1,556,956,109.77","1,556,956,122.20"
writing,"1,556,956,187.30","1,556,956,218.30"
writing,"1,556,956,266.38","1,556,956,266.89"
writing,"1,556,956,362.01","1,556,956,364.08"
writing,"1,556,956,373.91","1,556,956,398.23"
writing,"1,556,956,401.34","1,556,956,455.16"
writing,"1,556,956,459.80","1,556,956,490.29"
writing,"1,556,956,493.43","1,556,956,499.12"
writing,"1,556,956,518.25","1,556,956,578.78"
writing,"1,556,956,584.04","1,556,956,586.63"
writing,"1,556,956,599.59","1,556,956,604.23"
writing,"1,556,956,613.02","1,556,956,624.90"
writing,"1,556,956,636.80","1,556,956,652.81"
writing,"1,556,956,671.98","1,556,956,677.16"
writing,"1,556,956,681.84","1,556,956,689.06"
writing,"1,556,956,714.96","1,556,956,724.27"
writing,"1,556,956,794.58","1,556,956,811.65"
writing,"1,556,956,819.97","1,556,956,823.59"
writing,"1,556,956,831.40","1,556,956,845.38"
writing,"1,556,956,850.04","1,556,956,903.32"
writing,"1,556,956,910.07","1,556,956,914.21"
writing,"1,556,956,945.83","1,556,956,953.59"
writing,"1,556,956,962.92","1,556,956,976.38"
writing,"1,556,957,001.75","1,556,957,011.57"
writing,"1,556,957,014.18","1,556,957,018.82"
writing,"1,556,957,054.99","1,556,957,065.34"
writing,"1,556,957,121.38","1,556,957,124.48"
writing,"1,556,957,131.21","1,556,957,137.41"
writing,"1,556,957,144.14","1,556,957,145.18"
writing,"1,556,957,192.78","1,556,957,197.96"
writing,"1,556,957,220.79","1,556,957,225.96"
writing,"1,556,957,230.14","1,556,957,232.21"
writing,"1,556,957,245.29","1,556,957,248.91"
writing,"1,556,957,259.78","1,556,957,268.58"
writing,"1,556,957,276.94","1,556,957,314.19"
writing,"1,556,957,367.39","1,556,957,371.01"
writing,"1,556,957,380.87","1,556,957,667.59"
writing,"1,556,957,680.53","1,556,957,729.70"
writing,"1,556,957,740.08","1,556,957,848.17"
writing,"1,556,957,854.37","1,556,957,893.65"
writing,"1,556,957,896.75","1,556,957,910.20"
writing,"1,556,957,922.61","1,556,957,924.68"
writing,"1,556,957,938.68","1,556,957,952.65"
writing,"1,556,957,955.76","1,556,957,971.26"
writing,"1,556,957,973.33","1,556,957,981.10"
writing,"1,556,958,013.16","1,556,958,063.87"
writing,"1,556,958,066.50","1,556,958,082.00"
writing,"1,556,958,085.66","1,556,958,094.97"
writing,"1,556,958,098.62","1,556,958,099.14"
writing,"1,556,958,100.70","1,556,958,106.91"
writing,"1,556,958,118.60","1,556,958,153.25"
writing,"1,556,958,167.71","1,556,958,188.91"
writing,"1,556,958,192.56","1,556,958,202.91"
writing,"1,556,958,207.57","1,556,958,209.13"
writing,"1,556,958,246.45","1,556,958,248.00"
writing,"1,556,958,257.86","1,556,958,262.01"
writing,"1,556,958,317.99","1,556,958,326.28"
writing,"1,556,958,332.49","1,556,958,335.60"
writing,"1,556,958,352.68","1,556,958,385.22"
writing,"1,556,958,388.85","1,556,958,435.41"
writing,"1,556,958,447.88","1,556,958,618.09"
writing,"1,556,958,620.17","1,556,958,621.72"
writing,"1,556,958,648.63","1,556,958,664.66"
writing,"1,556,958,665.74","1,556,958,777.37"
writing,"1,556,958,786.74","1,556,958,798.10"
writing,"1,556,958,803.28","1,556,958,809.49"
writing,"1,556,958,823.61","1,556,958,832.89"
writing,"1,556,958,845.83","1,556,958,855.14"
writing,"1,556,958,877.82","1,556,958,884.55"
writing,"1,556,958,893.34","1,556,958,896.44"
writing,"1,556,958,907.81","1,556,958,912.47"
writing,"1,556,958,921.80","1,556,958,940.41"
writing,"1,556,958,959.59","1,556,958,962.70"
writing,"1,556,958,982.97","1,556,958,992.29"
writing,"1,556,959,008.32","1,556,959,035.72"
writing,"1,556,959,037.27","1,556,959,058.99"
writing,"1,556,959,060.03","1,556,959,061.58"
writing,"1,556,959,090.04","1,556,959,102.45"
writing,"1,556,959,117.47","1,556,959,149.57"
writing,"1,556,959,157.87","1,556,959,169.26"
writing,"1,556,959,172.37","1,556,959,218.44"
writing,"1,556,959,242.80","1,556,959,254.20"
writing,"1,556,959,258.84","1,556,959,261.43"
writing,"1,556,959,290.42","1,556,959,335.97"
writing,"1,556,959,345.80","1,556,959,349.42"
writing,"1,556,959,363.91","1,556,959,371.14"
writing,"1,556,959,382.00","1,556,959,416.66"
writing,"1,556,959,427.00","1,556,959,439.42"
writing,"1,556,959,440.98","1,556,959,441.49"
writing,"1,556,959,445.63","1,556,959,455.46"
writing,"1,556,959,466.88","1,556,959,478.27"
writing,"1,556,959,540.94","1,556,959,544.57"
writing,"1,556,959,554.93","1,556,959,590.06"
writing,"1,556,960,000.97","1,556,960,002.53"
writing,"1,556,960,060.64","1,556,960,065.29"
writing,"1,556,960,112.36","1,556,960,133.05"
writing,"1,556,960,141.33","1,556,960,147.00"
writing,"1,556,960,150.62","1,556,960,165.60"
writing,"1,556,960,182.16","1,556,960,197.69"
writing,"1,556,960,210.10","1,556,960,226.67"
writing,"1,556,960,230.80","1,556,960,254.09"
writing,"1,556,960,259.77","1,556,960,277.36"
writing,"1,556,960,294.43","1,556,960,324.98"
writing,"1,556,960,350.84","1,556,960,352.92"
writing,"1,556,960,378.79","1,556,960,390.71"
writing,"1,556,960,400.01","1,556,960,404.15"
writing,"1,556,960,407.76","1,556,960,409.31"
writing,"1,556,960,414.00","1,556,960,415.04"
writing,"1,556,960,419.69","1,556,960,421.24"
writing,"1,556,960,430.57","1,556,960,455.41"
writing,"1,556,961,257.14","1,556,961,262.82"
writing,"1,556,961,291.24","1,556,961,477.80"
writing,"1,556,961,480.40","1,556,961,481.43"
writing,"1,556,961,482.98","1,556,961,648.51"
writing,"1,556,961,995.58","1,556,961,998.16"
writing,"1,556,976,425.88","1,556,976,427.45"
writing,"1,556,976,459.72","1,556,976,467.99"
writing,"1,556,976,470.62","1,556,976,471.14"
writing,"1,556,978,740.68","1,556,978,747.40"
writing,"1,556,978,751.55","1,556,978,755.16"
writing,"1,556,978,866.93","1,556,978,870.04"
writing,"1,556,997,116.99","1,556,997,123.19"
writing,"1,556,998,719.50","1,556,998,724.70"
visual,"1,557,006,039.81","1,557,006,045.50"
visual,"1,557,006,049.13","1,557,006,143.39"
audio,"1,557,007,602.39","1,557,007,609.11"
audio,"1,557,007,685.42","1,557,007,694.25"
audio,"1,557,007,990.37","1,557,007,994.01"
writing,"1,557,007,994.53","1,557,007,995.05"
writing,"1,557,008,017.93","1,557,008,030.90"
writing,"1,557,008,034.00","1,557,008,149.95"
audio,"1,557,008,189.49","1,557,008,200.39"
writing,"1,557,008,225.27","1,557,008,359.29"
audio,"1,557,008,370.23","1,557,008,391.45"
writing,"1,557,008,392.01","1,557,008,392.54"
writing,"1,557,008,393.58","1,557,008,632.26"
writing,"1,557,008,637.48","1,557,008,638.52"
audio,"1,557,008,655.19","1,557,008,663.49"
audio,"1,557,008,749.64","1,557,008,753.81"
writing,"1,557,008,754.33","1,557,008,755.89"
writing,"1,557,008,837.55","1,557,008,871.81"
writing,"1,557,008,896.23","1,557,008,915.47"
writing,"1,557,008,966.98","1,557,009,011.66"
writing,"1,557,009,014.26","1,557,009,019.99"
writing,"1,557,009,030.91","1,557,009,050.17"
writing,"1,557,009,058.46","1,557,009,071.46"
writing,"1,557,009,073.55","1,557,009,074.08"
writing,"1,557,009,076.16","1,557,009,095.94"
writing,"1,557,009,117.78","1,557,009,118.82"
writing,"1,557,009,133.91","1,557,009,154.76"
writing,"1,557,009,160.99","1,557,009,174.00"
writing,"1,557,009,194.84","1,557,009,207.30"
writing,"1,557,009,209.89","1,557,009,214.03"
writing,"1,557,009,238.50","1,557,009,259.32"
writing,"1,557,009,267.60","1,557,009,275.38"
writing,"1,557,009,287.85","1,557,009,342.47"
writing,"1,557,009,369.03","1,557,009,379.42"
writing,"1,557,009,385.66","1,557,009,386.70"
writing,"1,557,009,416.36","1,557,009,423.65"
writing,"1,557,009,475.66","1,557,009,531.85"
writing,"1,557,009,541.72","1,557,009,544.84"
writing,"1,557,009,628.61","1,557,009,640.57"
writing,"1,557,009,644.21","1,557,009,674.88"
writing,"1,557,009,678.52","1,557,009,791.42"
writing,"1,557,009,799.75","1,557,009,813.79"
writing,"1,557,009,824.20","1,557,009,827.33"
writing,"1,557,009,833.65","1,557,009,958.01"
writing,"1,557,009,987.16","1,557,009,994.44"
writing,"1,557,010,000.70","1,557,010,007.46"
writing,"1,557,010,013.20","1,557,010,019.97"
writing,"1,557,010,039.78","1,557,010,096.49"
writing,"1,557,010,114.22","1,557,010,128.27"
writing,"1,557,010,165.20","1,557,010,165.72"
audio,"1,557,010,166.24","1,557,010,168.32"
writing,"1,557,010,218.84","1,557,010,283.35"
writing,"1,557,010,294.25","1,557,010,359.25"
writing,"1,557,010,381.70","1,557,010,413.96"
audio,"1,557,010,414.48","1,557,010,416.56"
writing,"1,557,010,417.08","1,557,010,418.63"
writing,"1,557,010,630.85","1,557,010,631.89"
writing,"1,557,010,754.01","1,557,010,816.44"
