Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,580,119,273.36","1,580,119,273.87"
audio,"1,580,126,059.35","1,580,126,059.86"
writing,"1,580,126,069.66","1,580,126,078.40"
writing,"1,580,126,190.12","1,580,126,191.15"
writing,"1,580,126,238.07","1,580,126,256.63"
writing,"1,580,126,259.72","1,580,126,267.41"
writing,"1,580,126,288.93","1,580,126,370.34"
writing,"1,580,126,372.40","1,580,126,374.46"
writing,"1,580,126,376.01","1,580,126,386.84"
writing,"1,580,126,391.48","1,580,126,402.82"
writing,"1,580,126,405.39","1,580,126,408.49"
writing,"1,580,126,426.53","1,580,126,454.36"
writing,"1,580,126,501.77","1,580,126,502.29"
writing,"1,580,126,503.32","1,580,126,753.81"
writing,"1,580,126,764.65","1,580,126,913.16"
writing,"1,580,127,145.66","1,580,127,146.17"
writing,"1,580,127,162.62","1,580,127,189.87"
writing,"1,580,127,287.78","1,580,127,397.56"
writing,"1,580,127,400.68","1,580,127,696.59"
writing,"1,580,127,860.52","1,580,128,402.00"
writing,"1,580,128,601.15","1,580,128,635.16"
writing,"1,580,128,650.60","1,580,128,917.22"
writing,"1,580,128,949.63","1,580,129,104.88"
writing,"1,580,129,105.91","1,580,129,120.35"
writing,"1,580,129,172.93","1,580,129,293.65"
writing,"1,580,129,389.92","1,580,129,418.80"
writing,"1,580,129,520.75","1,580,129,570.27"
writing,"1,580,129,574.39","1,580,129,602.74"
writing,"1,580,129,623.86","1,580,129,628.50"
writing,"1,580,129,692.39","1,580,129,715.08"
writing,"1,580,129,743.95","1,580,129,772.84"
writing,"1,580,129,909.90","1,580,129,937.22"
writing,"1,580,130,137.15","1,580,130,137.66"
writing,"1,580,130,151.06","1,580,130,151.58"
writing,"1,580,130,600.16","1,580,130,600.67"
writing,"1,580,130,910.59","1,580,130,944.10"
writing,"1,580,130,945.66","1,580,130,991.03"
writing,"1,580,131,074.94","1,580,131,078.03"
writing,"1,580,131,087.83","1,580,131,089.39"
writing,"1,580,131,098.69","1,580,131,132.73"
writing,"1,580,131,375.89","1,580,131,395.48"
writing,"1,580,131,406.29","1,580,131,894.36"
audio,"1,580,131,935.60","1,580,132,060.40"
audio,"1,580,132,152.58","1,580,132,154.64"
writing,"1,580,132,481.43","1,580,132,510.29"
audio,"1,580,132,512.86","1,580,132,521.62"
writing,"1,580,132,522.67","1,580,132,523.20"
writing,"1,580,132,524.76","1,580,132,635.11"
audio,"1,580,132,636.14","1,580,132,637.17"
writing,"1,580,132,640.27","1,580,132,658.32"
audio,"1,580,132,681.01","1,580,132,683.08"
writing,"1,580,132,684.11","1,580,132,840.35"
audio,"1,580,133,022.24","1,580,133,025.33"
writing,"1,580,133,467.26","1,580,133,499.24"
writing,"1,580,133,500.79","1,580,133,501.30"
audio,"1,580,133,587.84","1,580,133,589.38"
writing,"1,580,134,789.76","1,580,134,972.71"
writing,"1,580,134,987.11","1,580,135,029.93"
writing,"1,580,135,107.23","1,580,135,111.87"
writing,"1,580,135,113.42","1,580,135,116.01"
writing,"1,580,135,118.08","1,580,135,329.92"
writing,"1,580,135,344.88","1,580,135,351.07"
writing,"1,580,135,418.57","1,580,135,751.71"
writing,"1,580,135,776.95","1,580,135,784.69"
writing,"1,580,135,824.37","1,580,135,883.17"
writing,"1,580,136,108.83","1,580,136,110.89"
writing,"1,580,136,195.92","1,580,136,196.95"
writing,"1,580,136,205.72","1,580,136,206.75"
writing,"1,580,136,220.16","1,580,136,286.69"
writing,"1,580,136,292.88","1,580,136,525.95"
writing,"1,580,136,592.91","1,580,136,948.24"
writing,"1,580,137,107.89","1,580,137,118.21"
writing,"1,580,137,122.85","1,580,137,131.61"
writing,"1,580,166,528.72","1,580,166,529.25"
writing,"1,580,166,531.84","1,580,166,539.57"
writing,"1,580,166,541.11","1,580,166,559.10"
writing,"1,580,166,561.15","1,580,166,619.33"
writing,"1,580,166,654.39","1,580,166,654.91"
writing,"1,580,166,661.62","1,580,166,662.13"
audio,"1,580,166,663.68","1,580,166,664.20"
writing,"1,580,166,665.24","1,580,166,686.85"
writing,"1,580,166,693.53","1,580,166,694.05"
writing,"1,580,166,695.09","1,580,166,699.21"
writing,"1,580,166,733.78","1,580,166,738.42"
writing,"1,580,166,745.64","1,580,166,767.79"
writing,"1,580,166,776.02","1,580,166,789.91"
writing,"1,580,166,809.96","1,580,166,818.20"
writing,"1,580,166,822.84","1,580,166,825.41"
visual,"1,580,169,015.22","1,580,169,146.23"
