Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
audio,"1,570,748,937.93","1,570,748,939.48"
audio,"1,570,750,319.52","1,570,750,321.07"
writing,"1,570,790,798.86","1,570,790,802.49"
audio,"1,570,790,993.57","1,570,790,994.10"
audio,"1,570,791,400.85","1,570,791,401.37"
writing,"1,570,792,434.44","1,570,792,545.88"
writing,"1,570,794,594.91","1,570,794,601.62"
writing,"1,570,796,562.35","1,570,796,578.34"
writing,"1,570,799,347.63","1,570,799,425.51"
writing,"1,570,799,452.82","1,570,799,462.60"
writing,"1,570,799,466.21","1,570,799,500.26"
audio,"1,570,800,545.96","1,570,800,556.32"
writing,"1,570,800,725.86","1,570,800,726.89"
writing,"1,570,802,372.13","1,570,802,380.89"
writing,"1,570,804,616.63","1,570,804,621.27"
audio,"1,570,804,980.08","1,570,804,984.72"
writing,"1,570,804,995.05","1,570,804,995.56"
audio,"1,570,805,307.70","1,570,805,309.75"
writing,"1,570,805,339.58","1,570,805,340.61"
audio,"1,570,805,341.12","1,570,805,342.67"
writing,"1,570,805,345.25","1,570,805,353.48"
audio,"1,570,805,391.53","1,570,805,392.56"
audio,"1,570,808,849.59","1,570,808,850.10"
audio,"1,570,808,852.68","1,570,808,854.73"
writing,"1,570,810,452.35","1,570,810,452.87"
writing,"1,570,819,789.78","1,570,819,794.41"
writing,"1,570,822,788.27","1,570,822,788.78"
audio,"1,570,822,798.58","1,570,822,803.70"
audio,"1,570,823,163.15","1,570,823,165.21"
writing,"1,570,823,263.56","1,570,823,264.07"
audio,"1,570,823,264.59","1,570,823,267.17"
audio,"1,570,824,098.26","1,570,824,100.83"
audio,"1,570,824,529.87","1,570,824,538.61"
writing,"1,570,824,541.18","1,570,824,545.30"
writing,"1,570,825,043.39","1,570,825,104.14"
audio,"1,570,825,324.35","1,570,825,325.38"
writing,"1,570,830,084.17","1,570,830,084.69"
writing,"1,570,830,090.36","1,570,830,091.39"
writing,"1,570,830,093.96","1,570,830,095.51"
writing,"1,570,830,119.15","1,570,830,136.11"
writing,"1,570,830,137.66","1,570,830,183.94"
writing,"1,570,830,228.11","1,570,830,228.62"
writing,"1,570,830,230.16","1,570,830,243.54"
writing,"1,570,830,923.30","1,570,830,954.18"
writing,"1,570,831,162.85","1,570,831,179.32"
writing,"1,570,832,279.91","1,570,832,280.42"
audio,"1,570,832,280.93","1,570,832,283.49"
audio,"1,570,833,374.95","1,570,833,375.98"
writing,"1,570,833,383.13","1,570,833,384.16"
writing,"1,570,833,410.25","1,570,833,414.84"
writing,"1,570,833,418.42","1,570,833,423.03"
writing,"1,570,833,850.65","1,570,833,858.36"
writing,"1,570,834,175.16","1,570,834,176.19"
audio,"1,570,834,242.41","1,570,834,242.93"
writing,"1,570,834,243.44","1,570,834,245.50"
audio,"1,570,834,438.05","1,570,834,439.08"
audio,"1,570,834,783.79","1,570,834,788.95"
audio,"1,570,834,832.68","1,570,834,833.72"
