Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
audio,"1,562,367,993.26","1,562,368,021.01"
audio,"1,562,368,025.70","1,562,368,026.73"
audio,"1,562,368,033.45","1,562,368,034.99"
audio,"1,562,368,044.28","1,562,368,067.39"
audio,"1,562,368,075.69","1,562,368,089.03"
audio,"1,562,368,101.39","1,562,368,102.42"
audio,"1,562,368,119.98","1,562,368,124.08"
audio,"1,562,368,175.00","1,562,368,178.60"
audio,"1,562,368,187.33","1,562,368,187.85"
audio,"1,562,368,191.96","1,562,368,192.48"
audio,"1,562,368,195.58","1,562,368,196.10"
audio,"1,562,368,197.64","1,562,368,199.69"
audio,"1,562,368,208.48","1,562,368,217.21"
audio,"1,562,368,224.42","1,562,368,230.07"
audio,"1,562,368,232.66","1,562,368,248.58"
audio,"1,562,368,250.64","1,562,368,257.84"
audio,"1,562,368,260.41","1,562,368,262.98"
audio,"1,562,368,293.39","1,562,368,300.57"
audio,"1,562,368,302.13","1,562,368,308.31"
audio,"1,562,368,314.49","1,562,368,326.31"
audio,"1,562,368,335.56","1,562,368,341.73"
audio,"1,562,368,344.31","1,562,368,345.33"
audio,"1,562,368,355.62","1,562,368,364.36"
audio,"1,562,368,367.45","1,562,368,379.79"
audio,"1,562,368,520.23","1,562,368,520.74"
audio,"1,562,374,451.23","1,562,374,458.96"
audio,"1,562,374,536.19","1,562,374,537.73"
audio,"1,562,374,539.28","1,562,374,541.85"
audio,"1,562,375,357.45","1,562,375,357.97"
audio,"1,562,375,405.36","1,562,375,406.39"
visual,"1,562,375,411.53","1,562,375,418.73"
writing,"1,562,375,420.28","1,562,375,447.07"
audio,"1,562,375,455.33","1,562,375,456.36"
writing,"1,562,375,474.96","1,562,375,492.49"
visual,"1,562,375,502.29","1,562,375,515.19"
visual,"1,562,375,520.39","1,562,375,528.12"
audio,"1,562,375,737.06","1,562,375,737.57"
audio,"1,562,375,802.98","1,562,375,804.01"
writing,"1,562,375,804.52","1,562,375,809.15"
writing,"1,562,375,812.75","1,562,375,852.94"
audio,"1,562,375,857.11","1,562,375,857.63"
writing,"1,562,375,858.15","1,562,375,889.13"
writing,"1,562,375,891.72","1,562,375,897.91"
audio,"1,562,375,911.86","1,562,375,912.38"
writing,"1,562,375,912.90","1,562,375,966.07"
audio,"1,562,375,977.42","1,562,375,977.94"
writing,"1,562,375,978.48","1,562,376,010.47"
writing,"1,562,376,023.89","1,562,376,026.99"
writing,"1,562,376,102.76","1,562,376,103.79"
writing,"1,562,376,110.49","1,562,376,127.01"
writing,"1,562,376,132.72","1,562,376,139.43"
writing,"1,562,376,157.52","1,562,376,165.26"
writing,"1,562,376,173.03","1,562,376,182.84"
audio,"1,562,376,188.53","1,562,376,189.05"
writing,"1,562,376,189.57","1,562,376,199.37"
writing,"1,562,376,245.83","1,562,376,249.96"
audio,"1,562,376,253.05","1,562,376,253.57"
writing,"1,562,376,254.09","1,562,376,255.12"
audio,"1,562,376,269.02","1,562,376,269.54"
writing,"1,562,376,270.06","1,562,376,290.69"
writing,"1,562,376,295.85","1,562,376,297.91"
writing,"1,562,376,301.56","1,562,376,305.69"
writing,"1,562,376,309.33","1,562,376,337.73"
audio,"1,562,376,347.54","1,562,376,348.05"
writing,"1,562,376,348.57","1,562,376,408.44"
audio,"1,562,376,414.64","1,562,376,415.16"
writing,"1,562,376,415.67","1,562,376,419.28"
writing,"1,562,376,444.57","1,562,376,460.58"
writing,"1,562,376,467.84","1,562,376,470.42"
writing,"1,562,376,475.59","1,562,376,535.45"
writing,"1,562,376,546.81","1,562,376,589.12"
audio,"1,562,376,589.66","1,562,376,590.18"
audio,"1,562,376,618.03","1,562,376,619.07"
writing,"1,562,376,882.30","1,562,376,884.88"
writing,"1,562,376,889.06","1,562,376,890.09"
writing,"1,562,376,895.80","1,562,376,919.03"
audio,"1,562,376,926.26","1,562,376,926.77"
writing,"1,562,376,927.29","1,562,376,937.11"
writing,"1,562,376,942.27","1,562,376,966.01"
writing,"1,562,376,980.48","1,562,376,987.19"
writing,"1,562,376,991.84","1,562,377,000.61"
writing,"1,562,377,010.40","1,562,377,011.44"
writing,"1,562,377,020.21","1,562,377,021.76"
writing,"1,562,377,030.54","1,562,377,036.74"
writing,"1,562,377,044.48","1,562,377,047.58"
audio,"1,562,377,060.99","1,562,377,061.50"
writing,"1,562,377,062.02","1,562,377,072.33"
writing,"1,562,377,081.62","1,562,377,087.80"
writing,"1,562,377,100.71","1,562,377,109.99"
writing,"1,562,377,114.12","1,562,377,129.10"
audio,"1,562,377,141.97","1,562,377,142.49"
writing,"1,562,377,143.01","1,562,377,150.75"
audio,"1,562,377,174.47","1,562,377,175.51"
writing,"1,562,377,176.02","1,562,377,187.89"
writing,"1,562,377,203.37","1,562,377,205.97"
writing,"1,562,377,210.62","1,562,377,211.66"
writing,"1,562,377,268.87","1,562,377,315.85"
audio,"1,562,377,423.20","1,562,377,423.71"
writing,"1,562,377,424.23","1,562,377,425.78"
audio,"1,562,377,854.17","1,562,377,855.20"
writing,"1,562,419,590.04","1,562,419,592.62"
writing,"1,562,419,799.71","1,562,419,800.74"
audio,"1,562,420,411.40","1,562,420,424.32"
audio,"1,562,420,632.35","1,562,420,657.66"
audio,"1,562,421,898.37","1,562,421,966.58"
audio,"1,562,421,985.16","1,562,421,985.68"
audio,"1,562,422,711.19","1,562,422,712.74"
audio,"1,562,422,834.76","1,562,422,835.28"
audio,"1,562,423,038.90","1,562,423,039.42"
writing,"1,562,423,689.52","1,562,423,690.04"
audio,"1,562,424,855.63","1,562,424,859.77"
audio,"1,562,426,294.57","1,562,426,295.61"
writing,"1,562,428,299.67","1,562,428,300.70"
audio,"1,562,450,816.72","1,562,450,883.47"
writing,"1,562,450,884.04","1,562,450,884.56"
audio,"1,562,453,965.68","1,562,453,966.20"
