Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,562,972,782.67","1,562,972,783.20"
writing,"1,562,977,463.73","1,562,977,464.24"
writing,"1,562,977,810.18","1,562,977,810.69"
writing,"1,562,977,817.91","1,562,977,854.60"
audio,"1,562,991,083.48","1,562,991,097.96"
audio,"1,562,991,519.73","1,562,991,523.35"
audio,"1,562,992,159.19","1,562,992,160.23"
writing,"1,563,037,258.22","1,563,037,269.13"
writing,"1,563,037,303.48","1,563,037,308.68"
writing,"1,563,037,325.30","1,563,037,356.99"
writing,"1,563,037,363.80","1,563,037,383.03"
writing,"1,563,037,384.59","1,563,037,421.50"
audio,"1,563,037,506.77","1,563,037,508.34"
writing,"1,563,037,659.73","1,563,037,660.25"
audio,"1,563,037,660.80","1,563,037,661.83"
writing,"1,563,040,982.94","1,563,040,992.82"
writing,"1,563,041,064.12","1,563,041,067.30"
writing,"1,563,044,922.33","1,563,044,927.52"
writing,"1,563,044,935.33","1,563,045,010.17"
writing,"1,563,045,581.92","1,563,045,582.99"
writing,"1,563,045,584.56","1,563,045,586.64"
writing,"1,563,049,899.41","1,563,049,900.46"
audio,"1,563,049,900.98","1,563,049,913.96"
audio,"1,563,050,008.64","1,563,050,009.17"
audio,"1,563,050,627.07","1,563,050,631.92"
audio,"1,563,050,634.00","1,563,050,637.12"
audio,"1,563,050,652.17","1,563,050,663.07"
audio,"1,563,050,729.00","1,563,050,732.62"
audio,"1,563,051,951.69","1,563,051,955.33"
writing,"1,563,051,955.85","1,563,051,956.36"
writing,"1,563,054,531.18","1,563,054,546.78"
