Pool,Total Begin (Unix Time),Total End (Unix Time)
writing,"1,556,209,067.25","1,556,209,068.31"
audio,"1,556,209,067.25","1,556,209,068.31"
writing,"1,556,209,068.58","1,556,213,113.12"
audio,"1,556,209,068.58","1,556,213,113.12"
writing,"1,556,216,737.96","1,556,222,489.47"
audio,"1,556,216,737.96","1,556,222,489.47"
writing,"1,556,223,128.24","1,556,227,391.36"
audio,"1,556,223,128.24","1,556,227,391.36"
