Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,567,236,683.37","1,567,236,710.76"
writing,"1,567,236,717.46","1,567,236,719.53"
writing,"1,567,236,725.22","1,567,236,792.47"
writing,"1,567,239,051.03","1,567,239,053.63"
writing,"1,567,244,277.06","1,567,244,351.63"
writing,"1,567,244,360.43","1,567,244,387.38"
writing,"1,567,244,670.03","1,567,244,672.63"
writing,"1,567,244,891.53","1,567,244,893.60"
writing,"1,567,245,057.60","1,567,245,092.80"
writing,"1,567,245,108.34","1,567,245,117.66"
writing,"1,567,245,136.31","1,567,245,141.50"
writing,"1,567,245,184.49","1,567,245,193.81"
writing,"1,567,245,238.34","1,567,245,249.21"
writing,"1,567,245,258.03","1,567,245,258.55"
writing,"1,567,245,260.10","1,567,245,262.18"
writing,"1,567,245,263.21","1,567,245,264.25"
writing,"1,567,245,267.87","1,567,245,268.90"
writing,"1,567,245,614.80","1,567,245,615.83"
writing,"1,567,245,646.84","1,567,245,686.73"
writing,"1,567,245,697.59","1,567,245,761.80"
writing,"1,567,245,899.91","1,567,245,907.15"
writing,"1,567,246,116.91","1,567,246,124.68"
writing,"1,567,246,139.17","1,567,246,140.72"
writing,"1,567,246,145.39","1,567,246,146.43"
writing,"1,567,246,258.74","1,567,246,259.78"
writing,"1,567,246,262.37","1,567,246,289.29"
writing,"1,567,246,307.39","1,567,246,308.94"
writing,"1,567,246,320.82","1,567,246,321.86"
writing,"1,567,246,336.87","1,567,246,376.23"
writing,"1,567,246,442.47","1,567,246,449.72"
writing,"1,567,246,465.24","1,567,246,474.04"
writing,"1,567,246,495.74","1,567,246,496.77"
writing,"1,567,246,514.34","1,567,246,526.75"
writing,"1,567,246,545.36","1,567,246,553.63"
writing,"1,567,246,555.21","1,567,246,562.97"
writing,"1,567,247,827.36","1,567,247,835.12"
writing,"1,567,247,837.20","1,567,247,853.26"
writing,"1,567,247,860.52","1,567,247,861.56"
writing,"1,567,247,878.69","1,567,247,880.25"
writing,"1,567,247,888.04","1,567,247,889.07"
writing,"1,567,248,722.46","1,567,248,733.85"
writing,"1,567,248,781.45","1,567,248,800.59"
writing,"1,567,248,829.56","1,567,248,830.09"
writing,"1,567,248,839.40","1,567,248,842.51"
writing,"1,567,249,060.27","1,567,249,069.58"
writing,"1,567,249,080.95","1,567,249,086.12"
writing,"1,567,249,087.18","1,567,249,088.22"
writing,"1,567,249,096.50","1,567,249,131.15"
writing,"1,567,249,134.26","1,567,249,148.76"
writing,"1,567,249,154.45","1,567,249,155.49"
writing,"1,567,249,164.28","1,567,249,307.07"
writing,"1,567,249,309.14","1,567,249,426.49"
writing,"1,567,249,430.09","1,567,249,431.13"
writing,"1,567,252,233.07","1,567,252,243.42"
writing,"1,567,252,288.95","1,567,252,322.57"
writing,"1,567,252,325.70","1,567,252,330.88"
writing,"1,567,252,337.08","1,567,252,337.60"
writing,"1,567,252,341.25","1,567,252,356.76"
writing,"1,567,252,363.01","1,567,252,375.42"
writing,"1,567,252,382.15","1,567,252,460.24"
writing,"1,567,252,466.46","1,567,252,642.80"
writing,"1,567,252,645.91","1,567,252,682.63"
writing,"1,567,252,688.86","1,567,252,715.76"
writing,"1,567,252,717.83","1,567,252,719.38"
writing,"1,567,252,731.32","1,567,252,774.77"
writing,"1,567,252,777.89","1,567,252,795.49"
writing,"1,567,252,799.62","1,567,252,811.01"
writing,"1,567,252,813.60","1,567,252,822.40"
writing,"1,567,252,827.06","1,567,252,835.86"
writing,"1,567,252,838.97","1,567,252,852.93"
writing,"1,567,252,857.08","1,567,252,907.25"
writing,"1,567,252,912.41","1,567,252,912.93"
writing,"1,567,252,918.64","1,567,252,997.27"
writing,"1,567,253,000.38","1,567,253,037.62"
writing,"1,567,253,049.51","1,567,253,066.07"
writing,"1,567,253,067.63","1,567,253,096.59"
writing,"1,567,253,107.97","1,567,253,116.25"
writing,"1,567,253,122.97","1,567,253,137.46"
writing,"1,567,253,141.09","1,567,253,165.94"
writing,"1,567,253,176.80","1,567,253,187.15"
writing,"1,567,253,192.84","1,567,253,207.84"
writing,"1,567,253,218.19","1,567,253,225.96"
writing,"1,567,253,231.13","1,567,253,304.56"
writing,"1,567,253,313.36","1,567,253,335.06"
writing,"1,567,253,340.25","1,567,253,341.80"
writing,"1,567,253,351.64","1,567,253,362.52"
writing,"1,567,253,375.44","1,567,253,379.58"
writing,"1,567,253,386.85","1,567,253,400.33"
writing,"1,567,253,413.28","1,567,253,418.99"
writing,"1,567,253,420.02","1,567,253,420.54"
writing,"1,567,253,424.68","1,567,253,425.20"
writing,"1,567,254,835.65","1,567,254,837.71"
writing,"1,567,254,839.80","1,567,254,851.18"
writing,"1,567,254,862.58","1,567,254,863.61"
writing,"1,567,254,868.78","1,567,254,870.33"
writing,"1,567,255,104.10","1,567,255,139.34"
writing,"1,567,255,150.21","1,567,255,151.77"
writing,"1,567,255,156.43","1,567,255,156.95"
writing,"1,567,255,173.01","1,567,255,188.57"
writing,"1,567,258,606.55","1,567,258,612.78"
writing,"1,567,258,620.57","1,567,258,699.82"
writing,"1,567,258,705.52","1,567,258,720.04"
writing,"1,567,258,728.33","1,567,258,742.85"
writing,"1,567,258,744.40","1,567,258,746.99"
writing,"1,567,258,749.07","1,567,258,756.84"
writing,"1,567,258,757.87","1,567,258,758.38"
writing,"1,567,258,768.75","1,567,258,772.37"
writing,"1,567,258,773.42","1,567,258,908.67"
writing,"1,567,258,922.15","1,567,258,930.44"
writing,"1,567,258,964.10","1,567,258,966.17"
writing,"1,567,258,987.42","1,567,259,000.90"
writing,"1,567,259,003.51","1,567,259,037.20"
writing,"1,567,259,065.72","1,567,259,073.49"
writing,"1,567,259,111.34","1,567,259,116.52"
writing,"1,567,259,166.81","1,567,259,181.33"
writing,"1,567,259,195.82","1,567,259,210.34"
writing,"1,567,259,225.42","1,567,259,241.49"
writing,"1,567,259,264.80","1,567,259,278.28"
writing,"1,567,259,300.04","1,567,259,302.12"
writing,"1,567,259,308.89","1,567,259,314.58"
writing,"1,567,259,315.62","1,567,259,366.31"
writing,"1,567,259,369.94","1,567,259,370.98"
writing,"1,567,259,473.33","1,567,259,474.89"
writing,"1,567,259,712.20","1,567,259,713.24"
writing,"1,567,259,715.83","1,567,259,729.29"
writing,"1,567,259,924.27","1,567,259,972.92"
writing,"1,567,259,977.58","1,567,259,982.75"
writing,"1,567,260,340.95","1,567,260,345.10"
writing,"1,567,260,357.02","1,567,260,390.74"
writing,"1,567,260,394.87","1,567,260,441.56"
writing,"1,567,260,445.70","1,567,260,449.34"
writing,"1,567,260,450.90","1,567,260,458.67"
writing,"1,567,260,477.37","1,567,260,524.56"
writing,"1,567,260,534.42","1,567,260,540.65"
writing,"1,567,260,551.05","1,567,260,555.19"
writing,"1,567,260,668.12","1,567,260,687.28"
writing,"1,567,260,690.39","1,567,260,708.47"
writing,"1,567,260,713.65","1,567,260,731.77"
writing,"1,567,260,777.83","1,567,260,779.39"
writing,"1,567,263,260.31","1,567,263,260.83"
writing,"1,567,263,315.30","1,567,263,315.82"
writing,"1,567,263,401.46","1,567,263,404.57"
writing,"1,567,263,676.72","1,567,263,677.24"
audio,"1,567,263,677.76","1,567,263,678.28"
audio,"1,567,263,680.88","1,567,263,682.44"
writing,"1,567,263,776.35","1,567,263,803.84"
writing,"1,567,263,807.99","1,567,263,816.81"
writing,"1,567,263,819.91","1,567,263,826.14"
writing,"1,567,263,829.26","1,567,263,841.72"
writing,"1,567,263,847.44","1,567,263,849.51"
writing,"1,567,263,853.15","1,567,263,854.19"
writing,"1,567,263,898.79","1,567,263,963.13"
writing,"1,567,263,971.44","1,567,264,013.45"
writing,"1,567,264,020.71","1,567,264,029.01"
writing,"1,567,264,038.33","1,567,264,038.85"
audio,"1,567,264,386.37","1,567,264,392.07"
writing,"1,567,264,413.29","1,567,264,413.81"
audio,"1,567,264,415.89","1,567,264,416.45"
writing,"1,567,264,416.97","1,567,264,419.56"
writing,"1,567,264,494.33","1,567,264,537.93"
writing,"1,567,264,653.00","1,567,264,660.79"
writing,"1,567,264,662.34","1,567,264,663.38"
writing,"1,567,264,671.68","1,567,264,694.51"
writing,"1,567,264,706.44","1,567,264,711.63"
writing,"1,567,264,726.73","1,567,264,863.25"
writing,"1,567,264,908.94","1,567,264,909.98"
writing,"1,567,264,911.03","1,567,264,929.19"
writing,"1,567,264,990.40","1,567,265,005.43"
writing,"1,567,265,009.06","1,567,265,020.98"
writing,"1,567,265,023.05","1,567,265,115.43"
writing,"1,567,265,118.55","1,567,265,123.22"
writing,"1,567,265,127.37","1,567,265,137.75"
writing,"1,567,265,141.90","1,567,265,218.71"
writing,"1,567,265,225.46","1,567,265,243.11"
writing,"1,567,265,256.64","1,567,265,275.34"
writing,"1,567,265,277.95","1,567,265,295.60"
writing,"1,567,265,298.71","1,567,265,314.82"
writing,"1,567,265,346.46","1,567,265,397.33"
writing,"1,567,265,407.19","1,567,265,407.71"
writing,"1,567,265,413.42","1,567,265,422.76"
writing,"1,567,265,446.66","1,567,265,451.34"
writing,"1,567,265,454.46","1,567,265,467.45"
writing,"1,567,265,472.64","1,567,265,499.12"
writing,"1,567,265,501.71","1,567,265,505.36"
writing,"1,567,265,513.67","1,567,265,514.19"
writing,"1,567,265,516.26","1,567,265,517.30"
writing,"1,567,265,522.51","1,567,265,524.06"
writing,"1,567,265,529.26","1,567,265,540.68"
writing,"1,567,265,545.87","1,567,265,547.95"
writing,"1,567,265,553.13","1,567,265,564.04"
writing,"1,567,265,580.71","1,567,265,757.67"
writing,"1,567,266,566.32","1,567,266,569.95"
writing,"1,567,266,575.69","1,567,266,592.30"
writing,"1,567,266,595.92","1,567,266,619.29"
writing,"1,567,266,638.49","1,567,266,673.81"
writing,"1,567,266,690.41","1,567,266,694.57"
writing,"1,567,266,788.62","1,567,266,831.22"
writing,"1,567,267,045.30","1,567,267,052.56"
writing,"1,567,267,056.19","1,567,267,128.88"
writing,"1,567,267,555.41","1,567,267,579.77"
writing,"1,567,268,043.11","1,567,268,045.19"
writing,"1,567,268,057.63","1,567,268,063.33"
writing,"1,567,268,215.71","1,567,268,313.33"
writing,"1,567,268,385.47","1,567,268,387.03"
writing,"1,567,268,388.59","1,567,268,391.19"
writing,"1,567,268,483.63","1,567,268,485.19"
writing,"1,567,274,333.28","1,567,274,354.00"
writing,"1,567,274,356.08","1,567,274,359.20"
writing,"1,567,274,361.27","1,567,274,370.62"
writing,"1,567,274,375.29","1,567,274,448.89"
writing,"1,567,274,456.16","1,567,274,500.74"
writing,"1,567,274,508.52","1,567,274,538.08"
writing,"1,567,274,543.26","1,567,274,580.56"
writing,"1,567,274,647.42","1,567,274,656.76"
writing,"1,567,274,662.47","1,567,274,666.62"
writing,"1,567,274,669.21","1,567,274,689.43"
audio,"1,567,274,692.55","1,567,274,693.07"
writing,"1,567,274,693.59","1,567,274,704.48"
writing,"1,567,274,708.65","1,567,274,711.77"
writing,"1,567,274,714.37","1,567,274,726.29"
writing,"1,567,275,371.22","1,567,275,404.97"
writing,"1,567,275,408.09","1,567,275,453.29"
writing,"1,567,275,455.91","1,567,275,503.16"
writing,"1,567,275,506.28","1,567,275,515.64"
writing,"1,567,275,518.75","1,567,275,558.21"
writing,"1,567,275,561.34","1,567,275,575.89"
writing,"1,567,275,582.12","1,567,275,602.36"
writing,"1,567,275,605.48","1,567,275,651.70"
writing,"1,567,275,652.74","1,567,275,655.34"
writing,"1,567,275,661.04","1,567,275,687.00"
writing,"1,567,275,690.12","1,567,275,698.43"
writing,"1,567,275,708.79","1,567,275,729.01"
writing,"1,567,275,782.81","1,567,275,809.30"
