Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,564,916,617.08","1,564,916,617.60"
audio,"1,564,916,625.83","1,564,916,632.50"
writing,"1,564,916,661.36","1,564,916,714.37"
audio,"1,564,916,715.40","1,564,916,717.46"
audio,"1,564,916,782.88","1,564,916,786.49"
writing,"1,564,916,787.52","1,564,916,814.80"
writing,"1,564,916,819.44","1,564,916,820.47"
writing,"1,564,916,828.72","1,564,916,839.53"
writing,"1,564,916,841.60","1,564,916,860.14"
writing,"1,564,916,863.76","1,564,916,910.15"
writing,"1,564,916,916.86","1,564,916,948.29"
writing,"1,564,916,951.42","1,564,916,977.71"
writing,"1,564,917,074.62","1,564,917,076.17"
writing,"1,564,917,080.82","1,564,917,092.18"
writing,"1,564,917,171.55","1,564,917,199.41"
writing,"1,564,917,205.64","1,564,917,207.19"
writing,"1,564,917,211.38","1,564,917,219.14"
writing,"1,564,917,223.79","1,564,917,246.43"
writing,"1,564,917,250.55","1,564,917,260.87"
writing,"1,564,917,283.57","1,564,917,360.91"
visual,"1,564,917,437.72","1,564,917,457.32"
writing,"1,564,917,511.00","1,564,917,513.58"
writing,"1,564,917,527.53","1,564,917,545.59"
writing,"1,564,917,562.14","1,564,917,564.72"
writing,"1,564,917,567.31","1,564,917,584.33"
writing,"1,564,917,590.52","1,564,917,596.23"
writing,"1,564,917,600.36","1,564,917,608.63"
writing,"1,564,917,659.72","1,564,917,693.75"
writing,"1,564,917,698.51","1,564,917,703.16"
writing,"1,564,917,706.28","1,564,917,718.66"
writing,"1,564,917,737.23","1,564,917,742.39"
writing,"1,564,917,746.54","1,564,917,751.71"
audio,"1,564,917,752.24","1,564,917,755.85"
writing,"1,564,917,756.36","1,564,917,821.89"
writing,"1,564,917,826.55","1,564,917,847.70"
writing,"1,564,917,881.75","1,564,917,887.43"
writing,"1,564,917,892.08","1,564,917,895.70"
writing,"1,564,917,901.91","1,564,917,902.96"
writing,"1,564,917,916.94","1,564,917,923.13"
writing,"1,564,917,927.79","1,564,917,929.33"
writing,"1,564,917,931.40","1,564,917,938.12"
writing,"1,564,917,941.73","1,564,917,944.83"
writing,"1,564,917,951.55","1,564,917,956.20"
writing,"1,564,917,961.93","1,564,917,966.60"
writing,"1,564,917,973.32","1,564,917,982.11"
writing,"1,564,917,986.76","1,564,917,989.34"
writing,"1,564,918,004.33","1,564,918,005.37"
writing,"1,564,918,012.07","1,564,918,014.65"
writing,"1,564,918,020.34","1,564,918,026.02"
writing,"1,564,918,029.13","1,564,918,030.68"
writing,"1,564,918,031.72","1,564,918,080.23"
writing,"1,564,918,131.82","1,564,918,146.78"
writing,"1,564,918,160.70","1,564,918,185.98"
audio,"1,564,918,188.06","1,564,918,189.10"
writing,"1,564,918,189.62","1,564,918,192.71"
writing,"1,564,918,196.32","1,564,918,228.82"
writing,"1,564,918,233.48","1,564,918,236.07"
writing,"1,564,918,330.94","1,564,918,337.14"
writing,"1,564,918,340.28","1,564,918,343.38"
writing,"1,564,918,349.07","1,564,918,351.66"
writing,"1,564,918,352.69","1,564,918,357.85"
writing,"1,564,918,363.57","1,564,918,369.25"
writing,"1,564,918,375.43","1,564,918,385.24"
writing,"1,564,918,399.69","1,564,918,412.07"
writing,"1,564,918,422.95","1,564,918,427.09"
writing,"1,564,918,432.76","1,564,918,434.84"
writing,"1,564,918,440.00","1,564,918,440.54"
writing,"1,564,918,445.70","1,564,918,467.37"
writing,"1,564,918,473.07","1,564,918,480.81"
writing,"1,564,918,484.94","1,564,918,495.79"
writing,"1,564,918,499.40","1,564,918,500.43"
writing,"1,564,918,502.50","1,564,918,505.09"
writing,"1,564,918,507.67","1,564,918,512.31"
writing,"1,564,918,521.11","1,564,918,533.50"
writing,"1,564,918,543.35","1,564,918,544.38"
writing,"1,564,918,545.93","1,564,918,552.64"
audio,"1,564,918,577.99","1,564,918,584.21"
writing,"1,564,918,585.76","1,564,918,589.89"
writing,"1,564,918,593.52","1,564,918,601.27"
writing,"1,564,918,609.06","1,564,918,613.20"
writing,"1,564,918,618.38","1,564,918,630.25"
writing,"1,564,918,638.04","1,564,918,647.33"
writing,"1,564,918,653.54","1,564,918,658.69"
writing,"1,564,918,673.70","1,564,918,680.42"
writing,"1,564,918,692.30","1,564,918,699.01"
writing,"1,564,918,713.00","1,564,918,748.63"
writing,"1,564,918,768.37","1,564,918,775.60"
writing,"1,564,918,778.19","1,564,918,779.75"
writing,"1,564,918,788.03","1,564,918,789.07"
writing,"1,564,918,797.88","1,564,918,800.46"
writing,"1,564,918,804.59","1,564,918,875.82"
writing,"1,564,918,883.05","1,564,918,886.67"
writing,"1,564,918,896.51","1,564,918,915.62"
writing,"1,564,918,919.24","1,564,918,923.88"
writing,"1,564,918,945.67","1,564,918,965.27"
writing,"1,564,918,969.92","1,564,918,975.08"
writing,"1,564,918,981.79","1,564,918,987.99"
writing,"1,564,918,990.09","1,564,918,995.25"
writing,"1,564,919,010.20","1,564,919,016.93"
writing,"1,564,919,026.22","1,564,919,035.02"
writing,"1,564,919,039.73","1,564,919,042.83"
writing,"1,564,919,045.94","1,564,919,056.78"
