Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
audio,"1,563,954,315.11","1,563,954,337.31"
audio,"1,563,954,514.26","1,563,954,528.87"
audio,"1,563,955,288.09","1,563,955,289.13"
audio,"1,563,957,387.12","1,563,957,391.75"
audio,"1,563,957,412.86","1,563,957,413.38"
writing,"1,563,961,168.92","1,563,961,179.76"
audio,"1,563,963,649.20","1,563,963,652.81"
audio,"1,563,964,042.92","1,563,964,044.47"
writing,"1,563,964,301.24","1,563,964,315.68"
audio,"1,563,964,556.44","1,563,964,557.47"
writing,"1,563,967,007.61","1,563,967,008.13"
audio,"1,563,967,008.65","1,563,967,009.69"
writing,"1,563,969,284.03","1,563,969,284.55"
audio,"1,563,969,285.06","1,563,969,285.58"
writing,"1,563,973,331.56","1,563,973,334.16"
writing,"1,563,973,405.79","1,563,973,407.34"
writing,"1,563,973,410.45","1,563,973,420.30"
writing,"1,563,973,475.32","1,563,973,489.33"
writing,"1,563,973,523.59","1,563,974,032.58"
audio,"1,563,981,139.12","1,563,981,139.64"
writing,"1,563,981,231.07","1,563,981,231.61"
