Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,562,197,873.27","1,562,197,967.33"
writing,"1,562,198,052.49","1,562,198,114.66"
writing,"1,562,198,204.01","1,562,198,205.58"
audio,"1,562,198,223.90","1,562,198,227.55"
audio,"1,562,198,697.06","1,562,198,699.15"
writing,"1,562,199,368.29","1,562,199,368.80"
audio,"1,562,199,369.33","1,562,199,369.85"
writing,"1,562,199,858.96","1,562,199,859.49"
audio,"1,562,199,860.01","1,562,199,864.18"
writing,"1,562,199,864.70","1,562,199,865.22"
writing,"1,562,200,250.99","1,562,200,251.52"
audio,"1,562,200,252.04","1,562,200,259.86"
audio,"1,562,200,730.54","1,562,200,733.16"
writing,"1,562,245,909.02","1,562,245,917.38"
visual,"1,562,261,075.14","1,562,261,126.89"
writing,"1,562,261,739.68","1,562,261,780.10"
visual,"1,562,273,455.74","1,562,273,493.94"
writing,"1,562,275,352.85","1,562,275,354.43"
writing,"1,562,275,358.67","1,562,275,419.11"
writing,"1,562,276,126.70","1,562,276,139.32"
writing,"1,562,276,174.58","1,562,276,196.19"
audio,"1,562,276,208.08","1,562,276,213.87"
writing,"1,562,276,214.40","1,562,276,214.92"
audio,"1,562,276,606.00","1,562,276,612.32"
audio,"1,562,276,616.65","1,562,276,620.86"
writing,"1,562,276,621.39","1,562,276,621.92"
writing,"1,562,277,606.96","1,562,277,607.49"
audio,"1,562,277,608.02","1,562,277,610.13"
writing,"1,562,278,328.55","1,562,278,329.60"
audio,"1,562,278,330.13","1,562,278,332.24"
writing,"1,562,278,332.77","1,562,278,334.87"
writing,"1,562,280,713.09","1,562,280,713.62"
audio,"1,562,280,714.16","1,562,280,717.84"
audio,"1,562,280,720.49","1,562,280,729.96"
