Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
audio,"1,567,968,153.65","1,567,968,155.21"
audio,"1,567,968,250.33","1,567,968,251.36"
audio,"1,567,970,317.74","1,567,970,319.82"
audio,"1,567,970,396.91","1,567,970,398.52"
writing,"1,567,972,798.77","1,567,972,802.41"
audio,"1,567,973,612.00","1,567,973,614.61"
writing,"1,567,973,733.27","1,567,973,748.35"
writing,"1,567,973,749.40","1,567,973,749.92"
writing,"1,567,973,755.16","1,567,973,799.39"
writing,"1,567,973,869.64","1,567,973,872.80"
writing,"1,567,973,878.01","1,567,973,888.98"
writing,"1,567,973,903.07","1,567,973,945.78"
writing,"1,567,973,949.43","1,567,973,952.04"
writing,"1,567,973,955.21","1,567,973,971.36"
writing,"1,567,973,974.50","1,567,973,999.43"
writing,"1,567,974,002.57","1,567,974,004.17"
writing,"1,567,974,006.78","1,567,974,033.36"
writing,"1,567,974,035.97","1,567,974,111.45"
writing,"1,567,974,155.21","1,567,974,182.28"
writing,"1,567,974,238.02","1,567,974,239.06"
writing,"1,567,974,263.02","1,567,974,266.15"
writing,"1,567,974,270.88","1,567,974,280.25"
writing,"1,567,974,283.39","1,567,974,300.57"
writing,"1,567,974,305.24","1,567,974,305.76"
writing,"1,567,974,309.91","1,567,974,315.64"
writing,"1,567,974,321.87","1,567,974,364.58"
writing,"1,567,974,371.88","1,567,974,389.08"
writing,"1,567,974,399.50","1,567,974,452.10"
writing,"1,567,974,459.92","1,567,974,475.53"
writing,"1,567,974,489.61","1,567,974,508.34"
writing,"1,567,974,511.46","1,567,974,522.40"
writing,"1,567,974,595.35","1,567,974,660.48"
writing,"1,567,974,685.47","1,567,974,721.91"
writing,"1,567,974,750.07","1,567,974,812.00"
writing,"1,567,974,883.38","1,567,974,884.43"
writing,"1,567,974,886.52","1,567,974,891.74"
writing,"1,567,974,893.33","1,567,974,905.32"
writing,"1,567,974,911.07","1,567,974,918.89"
writing,"1,567,974,929.83","1,567,974,936.08"
writing,"1,567,974,969.41","1,567,974,974.09"
writing,"1,567,974,976.18","1,567,974,986.09"
writing,"1,567,974,988.70","1,567,974,994.43"
writing,"1,567,974,997.06","1,567,975,001.22"
writing,"1,567,975,005.91","1,567,975,006.96"
writing,"1,567,975,017.90","1,567,975,027.28"
writing,"1,567,975,030.42","1,567,975,043.97"
writing,"1,567,975,051.78","1,567,975,059.60"
writing,"1,567,975,062.75","1,567,975,089.31"
writing,"1,567,975,094.01","1,567,975,099.73"
writing,"1,567,975,101.31","1,567,975,122.66"
writing,"1,567,975,135.67","1,567,975,136.71"
writing,"1,567,975,138.80","1,567,975,141.93"
writing,"1,567,975,152.35","1,567,975,239.33"
writing,"1,567,975,257.05","1,567,975,270.06"
writing,"1,567,975,273.17","1,567,975,274.22"
writing,"1,567,975,276.83","1,567,975,283.62"
writing,"1,567,975,286.24","1,567,975,299.24"
writing,"1,567,975,302.37","1,567,975,305.50"
writing,"1,567,975,347.20","1,567,975,364.38"
writing,"1,567,975,366.46","1,567,975,370.63"
writing,"1,567,975,373.78","1,567,975,381.08"
writing,"1,567,975,383.69","1,567,975,396.17"
writing,"1,567,975,401.42","1,567,975,405.09"
writing,"1,567,975,407.70","1,567,975,423.33"
writing,"1,567,975,425.42","1,567,975,441.57"
writing,"1,567,975,470.22","1,567,975,474.91"
audio,"1,567,975,477.53","1,567,975,490.03"
writing,"1,567,975,510.33","1,567,975,518.14"
writing,"1,567,975,558.30","1,567,975,559.34"
writing,"1,567,975,565.61","1,567,975,566.65"
writing,"1,567,975,568.77","1,567,975,570.85"
audio,"1,567,975,571.37","1,567,975,571.91"
writing,"1,567,975,572.44","1,567,975,574.52"
audio,"1,567,975,575.04","1,567,975,575.59"
writing,"1,567,975,576.11","1,567,975,584.44"
writing,"1,567,975,597.53","1,567,975,612.63"
writing,"1,567,975,639.22","1,567,975,699.12"
writing,"1,567,975,704.32","1,567,975,708.51"
writing,"1,567,975,842.33","1,567,975,986.55"
writing,"1,567,976,465.70","1,567,976,493.84"
writing,"1,567,976,497.51","1,567,976,538.67"
writing,"1,567,976,548.57","1,567,976,550.14"
writing,"1,567,976,553.32","1,567,976,563.24"
writing,"1,567,976,564.80","1,567,976,580.98"
writing,"1,567,978,140.77","1,567,978,146.50"
writing,"1,567,978,174.13","1,567,978,187.17"
writing,"1,567,978,376.46","1,567,978,429.03"
writing,"1,567,978,933.44","1,567,978,954.79"
writing,"1,567,979,031.91","1,567,979,038.18"
writing,"1,567,981,695.70","1,567,981,701.43"
writing,"1,567,981,708.75","1,567,981,714.48"
writing,"1,567,981,717.60","1,567,981,719.68"
writing,"1,567,981,725.96","1,567,981,730.64"
