Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,576,572,872.72","1,576,572,878.40"
writing,"1,576,573,167.66","1,576,573,219.74"
writing,"1,576,573,269.12","1,576,573,272.22"
writing,"1,576,576,311.13","1,576,576,384.94"
writing,"1,576,586,587.48","1,576,586,588.52"
writing,"1,576,586,599.84","1,576,586,641.11"
writing,"1,576,586,665.33","1,576,586,681.84"
audio,"1,576,591,523.44","1,576,591,524.50"
audio,"1,576,593,583.31","1,576,593,584.33"
audio,"1,576,593,800.55","1,576,593,801.07"
audio,"1,576,593,819.64","1,576,593,824.29"
audio,"1,576,595,022.15","1,576,595,035.54"
writing,"1,576,595,150.88","1,576,595,151.91"
writing,"1,576,595,159.68","1,576,595,178.24"
writing,"1,576,595,206.05","1,576,595,211.71"
writing,"1,576,595,237.48","1,576,595,238.00"
writing,"1,576,595,245.73","1,576,595,249.85"
writing,"1,576,595,250.88","1,576,595,251.92"
writing,"1,576,595,254.01","1,576,595,258.13"
writing,"1,576,595,261.74","1,576,595,264.32"
writing,"1,576,595,273.60","1,576,595,286.99"
writing,"1,576,595,291.11","1,576,595,299.36"
writing,"1,576,595,300.39","1,576,595,305.03"
writing,"1,576,595,346.28","1,576,595,385.42"
writing,"1,576,595,408.10","1,576,595,449.33"
writing,"1,576,595,452.42","1,576,595,490.58"
writing,"1,576,595,528.27","1,576,595,528.78"
writing,"1,576,595,639.10","1,576,595,639.61"
writing,"1,576,595,680.88","1,576,595,681.41"
writing,"1,576,595,689.15","1,576,595,691.22"
audio,"1,576,595,753.61","1,576,595,756.71"
writing,"1,576,595,781.99","1,576,595,782.50"
audio,"1,576,595,903.14","1,576,595,903.66"
audio,"1,576,595,905.21","1,576,595,926.87"
writing,"1,576,596,102.31","1,576,596,102.83"
writing,"1,576,596,129.63","1,576,596,130.15"
writing,"1,576,596,167.25","1,576,596,167.76"
writing,"1,576,596,293.09","1,576,596,294.63"
writing,"1,576,596,304.43","1,576,596,311.12"
writing,"1,576,596,317.83","1,576,596,318.35"
writing,"1,576,596,356.55","1,576,596,357.07"
writing,"1,576,596,360.68","1,576,596,361.20"
writing,"1,576,596,377.70","1,576,596,378.21"
audio,"1,576,596,417.90","1,576,596,419.96"
writing,"1,576,596,975.95","1,576,596,976.46"
writing,"1,576,596,990.93","1,576,596,991.46"
writing,"1,576,597,096.18","1,576,597,096.69"
writing,"1,576,597,248.51","1,576,597,253.65"
writing,"1,576,597,329.37","1,576,597,329.89"
writing,"1,576,597,637.97","1,576,597,638.48"
writing,"1,576,597,642.09","1,576,597,646.22"
writing,"1,576,597,668.86","1,576,597,696.14"
writing,"1,576,597,703.35","1,576,597,712.10"
writing,"1,576,597,715.20","1,576,597,734.23"
writing,"1,576,597,746.59","1,576,597,752.26"
writing,"1,576,597,753.81","1,576,597,755.87"
writing,"1,576,597,789.93","1,576,597,790.44"
writing,"1,576,597,792.51","1,576,597,797.67"
writing,"1,576,597,799.22","1,576,597,801.80"
writing,"1,576,597,802.84","1,576,597,809.02"
writing,"1,576,597,814.72","1,576,597,826.08"
writing,"1,576,597,838.46","1,576,597,850.31"
writing,"1,576,597,860.09","1,576,597,893.08"
writing,"1,576,598,034.70","1,576,598,035.21"
writing,"1,576,598,313.19","1,576,598,313.71"
writing,"1,576,598,315.26","1,576,598,315.78"
audio,"1,576,598,997.29","1,576,598,997.80"
audio,"1,576,599,022.58","1,576,599,024.15"
audio,"1,576,599,090.18","1,576,599,091.21"
writing,"1,576,599,107.20","1,576,599,107.72"
writing,"1,576,599,120.13","1,576,599,121.16"
writing,"1,576,599,124.78","1,576,599,131.99"
writing,"1,576,599,142.84","1,576,599,150.03"
writing,"1,576,599,153.11","1,576,599,153.63"
writing,"1,576,599,167.57","1,576,599,169.12"
writing,"1,576,599,205.71","1,576,599,223.24"
writing,"1,576,599,230.95","1,576,599,238.18"
writing,"1,576,599,266.04","1,576,599,275.33"
writing,"1,576,599,282.56","1,576,599,313.48"
writing,"1,576,599,854.02","1,576,599,854.55"
writing,"1,576,599,865.87","1,576,599,872.06"
writing,"1,576,599,910.74","1,576,599,911.25"
writing,"1,576,599,922.07","1,576,599,945.29"
writing,"1,576,599,949.94","1,576,599,957.67"
writing,"1,576,599,959.74","1,576,599,999.44"
writing,"1,576,600,003.55","1,576,600,004.06"
writing,"1,576,600,005.60","1,576,600,013.33"
audio,"1,576,600,077.80","1,576,600,081.42"
writing,"1,576,600,449.33","1,576,600,449.84"
audio,"1,576,600,500.83","1,576,600,502.89"
writing,"1,576,601,887.29","1,576,601,888.32"
writing,"1,576,601,960.89","1,576,601,961.41"
writing,"1,576,602,434.53","1,576,602,435.05"
writing,"1,576,602,440.34","1,576,602,459.42"
writing,"1,576,602,757.15","1,576,602,757.68"
writing,"1,576,602,844.69","1,576,602,848.30"
audio,"1,576,602,970.10","1,576,602,971.15"
writing,"1,576,603,337.54","1,576,603,344.25"
writing,"1,576,603,821.93","1,576,603,824.01"
writing,"1,576,603,929.80","1,576,603,933.45"
audio,"1,576,604,685.19","1,576,604,685.71"
writing,"1,576,604,953.79","1,576,604,954.82"
writing,"1,576,604,960.53","1,576,604,967.25"
writing,"1,576,605,260.61","1,576,605,261.64"
writing,"1,576,605,282.81","1,576,605,290.04"
writing,"1,576,605,298.83","1,576,605,304.50"
writing,"1,576,605,365.90","1,576,605,380.84"
writing,"1,576,605,469.10","1,576,605,473.75"
writing,"1,576,605,580.62","1,576,605,581.13"
writing,"1,576,605,609.53","1,576,605,734.46"
writing,"1,576,605,736.01","1,576,605,782.45"
writing,"1,576,605,821.15","1,576,605,822.69"
writing,"1,576,605,839.21","1,576,605,849.02"
writing,"1,576,605,853.65","1,576,605,869.14"
writing,"1,576,605,982.19","1,576,606,010.07"
writing,"1,576,606,033.29","1,576,606,036.39"
writing,"1,576,606,045.15","1,576,606,105.53"
writing,"1,576,606,113.28","1,576,606,138.04"
writing,"1,576,606,152.49","1,576,606,250.04"
writing,"1,576,606,277.39","1,576,606,297.53"
writing,"1,576,606,315.55","1,576,606,357.90"
writing,"1,576,606,359.96","1,576,606,363.58"
writing,"1,576,606,387.79","1,576,606,454.37"
writing,"1,576,606,464.16","1,576,606,468.80"
writing,"1,576,606,488.44","1,576,606,578.32"
writing,"1,576,606,589.14","1,576,606,601.02"
writing,"1,576,606,606.70","1,576,606,897.52"
writing,"1,576,606,913.52","1,576,606,918.67"
writing,"1,576,606,939.83","1,576,606,941.39"
writing,"1,576,608,854.04","1,576,608,912.40"
writing,"1,576,609,231.44","1,576,609,231.95"
writing,"1,576,611,644.90","1,576,611,645.42"
writing,"1,576,611,901.06","1,576,611,908.28"
writing,"1,576,611,954.18","1,576,611,960.37"
writing,"1,576,611,975.80","1,576,611,976.83"
writing,"1,576,612,018.09","1,576,612,020.66"
writing,"1,576,612,022.21","1,576,612,025.80"
writing,"1,576,612,041.28","1,576,612,052.08"
