Pool,Total Begin (Unix Time),Total End (Unix Time)
writing,"1,556,707,629.98","1,556,708,163.73"
writing,"1,556,708,164.07","1,556,708,713.49"
writing,"1,556,708,982.36","1,556,709,109.33"
writing,"1,556,721,572.71","1,556,721,616.11"
writing,"1,556,722,889.16","1,556,722,919.06"
writing,"1,556,724,210.58","1,556,724,234.74"
writing,"1,556,724,671.38","1,556,725,704.58"
audio,"1,556,738,781.05","1,556,738,792.37"
