Pool,Foreground Begin (Unix Time),Foreground End (Unix Time)
writing,"1,571,045,465.04","1,571,045,465.56"
audio,"1,571,045,466.08","1,571,045,472.26"
writing,"1,571,046,698.14","1,571,046,698.66"
audio,"1,571,046,699.18","1,571,046,699.69"
writing,"1,571,046,843.88","1,571,046,844.40"
audio,"1,571,046,844.91","1,571,046,845.43"
writing,"1,571,047,379.49","1,571,047,380.52"
audio,"1,571,047,381.03","1,571,047,381.55"
writing,"1,571,047,995.80","1,571,047,996.31"
audio,"1,571,047,996.83","1,571,047,997.86"
audio,"1,571,048,796.60","1,571,048,798.17"
writing,"1,571,050,205.07","1,571,050,205.58"
writing,"1,571,050,834.37","1,571,051,070.49"
writing,"1,571,064,626.76","1,571,064,628.93"
writing,"1,571,066,367.46","1,571,066,501.40"
writing,"1,571,066,516.13","1,571,066,517.15"
writing,"1,571,077,631.32","1,571,077,631.84"
writing,"1,571,077,954.87","1,571,077,955.90"
audio,"1,571,081,435.31","1,571,081,435.83"
audio,"1,571,081,455.42","1,571,081,456.46"
audio,"1,571,083,064.78","1,571,083,065.82"
audio,"1,571,087,373.09","1,571,087,374.13"
writing,"1,571,087,405.53","1,571,087,406.57"
writing,"1,571,088,167.39","1,571,088,195.15"
writing,"1,571,088,196.70","1,571,088,351.15"
writing,"1,571,088,497.14","1,571,088,502.29"
writing,"1,571,088,524.94","1,571,088,526.50"
audio,"1,571,088,544.53","1,571,088,545.56"
writing,"1,571,088,776.18","1,571,088,776.72"
audio,"1,571,088,944.45","1,571,088,945.48"
writing,"1,571,088,950.12","1,571,088,950.63"
audio,"1,571,088,960.42","1,571,088,960.93"
writing,"1,571,090,755.82","1,571,090,756.33"
audio,"1,571,090,756.85","1,571,090,782.07"
writing,"1,571,093,026.87","1,571,093,027.39"
audio,"1,571,093,027.91","1,571,093,031.51"
